,Depot,"Geiranger, 6216 Geiranger","Storfjordvegen 550, 6260 Skodje","Sæbøvegen 26, 6165 Sæbø","Parkgata 2, 6003 Ålesund","Langsten, 6264 Tennfjord","Ålesund, 6002 Ålesund",Aursnes Kiosk & Bistro,"Blakstad, 6008 Ålesund",Brasserie Posten,"Digernes, 6057 Ellingsøy","Moa, 6010 Ålesund",LORKENESTORGET,Brygga Sportsbar,BROGATA 1,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Nørve,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Straumgjerde,NEDRE STRANDGATE 9,Bunnpris Ørsta,"Volda, 6100 Volda",Café Nova,Det Lille Napoli,KIRKEGATA 1 A,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Ulsteinvik, 6065 Ulsteinvik","Fosnavåg, 6090 Fosnavåg","Sunde, 6030 Sunde",Fiskå Brygge Gjestgiveri,"Hareid, 6060 Hareid","Hatlane, 6008 Ålesund",Herøy omsorgssenter,Hjørundfjordheimen,KONGENS GATE 27,Innvik,Innvik Fjordhotell,"Hovdebygda, 6160 Hovdebygda",Joker Bellingen,Joker Fiksdal,Joker Flatraket,Joker Geiranger,Joker Gursken,Joker Larsnes,Joker Loen,Joker Sæbø,Joker Tomrefjord,Joker,Joker Åram,KaffeBaren AS,Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",KONGENS GATE 30,"Larsnes, 6098 Nerlandsøy",KEISER WILHELMS GATE 32,"Hjørungavåg, 6092 Fosnavåg",Meny Fosnavåg,LERSTADVEGEN 291,"Giske, 6050 Valderøya","Solavågen, 6240 Ørskog","HIG, 6010 Ålesund",KORSEGATA 4,POSTVEGEN 11,POSTVEGEN 17,POSTVEGEN 15,"Nordfjordeid, 6770 Nordfjordeid",Nærbutikken Norddal,Nærbutikken Rovde,Olebuda,Quality Hotel Waterfront,SORENSKRIVER BULLS GATE 7,RÅDSTUGATA 3B,"Rekkedal, 6210 Valldal",OLE THORESENS GATE 16,RASMUS RØNNEBERGS GATE 4,SOLAVÅGSEIDET 76,Spar Fiskåbygd,Spar Fosnavåg,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Ulsteinvik,Spar Vartdal,Øvre Geilegrend 1,Esso Spjelkavik,St1 Vegsund,St1 Ørsta,"Ålesund, 6009 Ålesund",Storfjord kulturhus,Stranda Bakeri og Konditori,"Stranda, 6200 Stranda","Stranda, 6200 Stranda",Stranda omsorgssenter,"Sundgata 26, 6030 Sunde","Sykkylven, 6230 Sykkylven",Thon Hotel Baronen,Ulstein Arena,Ulstein sjukeheim,"Rådhuset, 6002 Ålesund","Fiskå, 6139 Fiskå",Volda omsorgssenter sjukeheim,"Ørsta, 6150 Ørsta","Åsehaugen 5, 6017 Ålesund"
"Hatlane, 6008 Ålesund",14710.5,105893.4,36415.5,63205.5,3586.9,40534.0,3450.5,23564.2,592.5,105561.3,22889.1,11490.0,3201.7,42936.5,4634.8,32335.1,27212.2,25776.6,790.2,139987.3,37187.9,3391.3,10014.1,33932.4,3281.0,58439.4,68623.9,42869.1,57721.5,3471.2,12577.1,32195.2,2943.5,9113.7,26654.3,58424.5,3189.4,42631.5,68510.5,16458.1,89699.1,33808.9,0.0,67932.3,83285.1,3622.1,156844.0,157138.0,61647.8,83431.3,49034.3,141733.4,105841.2,62907.6,68304.9,133918.9,83342.0,57048.5,164318.1,90048.2,42900.9,58129.4,2411.9,28966.5,69124.8,26862.1,5731.3,933.5,9791.5,138654.4,3441.6,3365.4,14736.0,571.7,22993.4,60078.1,123495.2,42500.6,5877.2,3227.6,51301.9,24825.3,3808.8,9088.6,62819.6,124936.9,5006.4,8906.7,58221.8,3589.0,70671.3,2917.5,34664.1,70038.6,5790.1,14648.6,27119.0,8852.3,2971.4,8600.8,8442.4,8445.2,125912.9,84348.8,88932.0,105622.9,3504.1,3397.0,2665.2,71566.3,5916.5,3217.7,15317.4,89417.6,68429.2,61633.9,25476.2,147300.4,10099.6,45295.3,58647.2,41428.9,38060.1,7169.7,9366.1,12072.6,58563.9,4248.5,60012.3,60094.8,60090.3,58925.6,58925.6,16461.5,27353.0,10070.5,42700.8,43645.2,3325.3,92305.3,67324.8,58412.2,1463.4
Herøy omsorgssenter,56402.5,178666.0,81316.8,50218.9,70861.8,91626.4,70725.4,68465.6,67998.0,178548.4,73981.4,78764.8,70476.5,27068.6,71909.7,36203.0,72113.5,58819.4,68000.7,119917.5,88280.3,70666.2,59344.7,78833.8,70555.9,45800.0,46581.3,27116.2,45914.6,70746.0,57478.5,36141.3,66310.5,59419.4,71555.6,45238.4,70464.2,27097.2,771.0,53881.4,55924.6,37145.3,68507.3,0.0,69023.3,70896.9,136774.1,137068.1,43423.1,69169.4,100126.6,107958.8,178613.8,29133.1,34530.3,113849.1,69080.1,108140.9,144248.2,56273.6,27125.9,45454.3,69686.7,80058.8,47082.3,71763.5,73006.2,68143.9,59344.8,104879.9,66808.5,65184.9,59637.3,68375.4,56036.2,132517.5,103425.4,26771.5,73152.1,70502.5,17191.8,57868.0,71083.6,60729.0,113911.9,104867.0,63960.5,59724.9,45550.0,70863.8,36896.8,70192.3,33715.0,2299.1,62864.0,81923.5,75973.2,59509.0,70246.2,60410.7,60252.3,60255.1,105843.1,135441.2,66889.4,178486.8,70778.9,70671.8,69940.0,122658.7,73191.3,70492.5,52954.3,55643.0,689.7,43409.2,58519.0,113525.8,59178.4,25202.5,131974.8,27777.4,65503.6,61698.3,59787.8,56973.9,45157.4,71523.4,132451.7,132534.2,132529.7,131365.0,131365.0,53884.8,72254.4,59149.3,27299.1,26492.4,70600.1,58530.8,45282.3,45270.5,68868.9
Hjørundfjordheimen,71342.4,145420.3,87034.7,23404.7,85801.7,106566.3,85665.3,81325.8,82937.9,145302.8,88921.3,93704.7,85416.4,56165.2,86849.6,65299.7,77983.6,78164.0,82940.6,86671.8,103220.2,85606.1,74284.6,82997.0,85495.8,25798.1,25628.7,56212.8,25637.5,85685.9,72418.4,65237.9,81250.4,74359.3,78418.8,25196.2,85404.1,56193.9,69659.3,67158.9,77013.9,66242.0,83447.2,69081.1,0.0,85836.8,103528.4,103822.4,27160.6,257.1,115066.5,125853.2,145368.1,64056.5,69453.7,80603.4,167.8,123080.7,111002.5,90517.1,56222.6,25452.4,84626.6,94998.7,25260.8,78254.3,87946.1,83083.8,74284.7,122774.2,81748.4,80124.8,74577.2,83315.3,75380.8,62079.8,70179.7,55868.1,88091.9,85442.4,52450.7,77212.7,86023.5,75668.9,128851.8,71621.4,78900.4,74664.8,25063.3,85803.7,71820.1,85132.2,62811.7,71187.4,77803.9,96863.4,90913.1,74448.9,85186.1,75350.6,75192.2,75195.0,72597.4,83321.9,48653.2,145241.1,85718.8,85611.7,84879.9,69609.3,88131.2,85432.4,67894.2,76732.4,69578.0,27146.7,77863.6,131420.2,74118.3,54299.2,61537.1,56874.1,45226.6,76638.2,74727.7,71913.8,25192.3,86463.3,62014.0,62096.5,62092.0,60927.3,60927.3,67162.3,78295.0,74089.2,56395.8,55589.0,85540.0,79620.1,26817.1,25286.2,83808.8
KONGENS GATE 27,17125.9,108308.8,38830.8,65620.9,1168.6,43246.8,1032.2,25979.6,3005.0,107976.7,25304.4,11172.9,783.4,45351.9,2216.5,34750.5,29627.5,28191.9,3202.7,142402.7,39603.3,218.3,12429.5,36347.8,862.7,60854.8,71039.2,45284.5,60136.9,1052.8,14992.5,34610.6,5358.9,11529.1,29069.7,60839.8,611.7,45046.9,70925.9,18873.5,92114.5,36224.3,3311.1,70347.7,85700.5,0.0,159259.4,159553.4,64063.2,85846.6,51747.0,144148.7,108256.5,65323.0,70720.3,136334.3,85757.4,59761.3,166733.4,92463.5,45316.3,60544.8,959.9,31381.8,71540.2,29277.5,3313.0,3346.0,12206.9,141069.8,5856.9,5780.8,17151.4,3179.2,25408.8,62493.4,125910.6,44916.0,3458.9,663.6,53717.3,27240.6,1390.4,11504.0,65234.9,127352.3,7421.8,11322.1,60637.2,214.5,73086.7,686.5,37079.5,72454.0,8205.5,14331.5,29534.4,11267.7,719.8,11016.2,10857.8,10860.6,128328.3,86764.2,91347.4,108038.3,1085.7,62.2,743.6,73981.7,3498.1,704.7,17732.8,91833.0,70844.5,64049.3,27891.6,149715.7,12515.0,47710.7,61062.5,43844.3,40475.5,9585.1,11781.5,14488.0,60979.3,1830.2,62427.7,62510.1,62505.7,61341.0,61341.0,18876.9,29768.4,12485.9,45116.1,46060.6,538.9,94720.7,69740.2,60827.6,3875.9
Innvik,144927.1,109062.8,136563.6,96989.4,159386.4,180191.4,159250.0,142935.6,156522.6,108945.2,162546.4,167289.4,159001.2,124033.8,160434.3,133168.3,139593.4,151748.7,156525.3,17015.1,169859.7,159190.8,147869.4,132526.0,159080.5,99382.8,90438.6,124081.4,99222.2,159270.6,146003.1,133106.5,154835.1,147944.0,140028.6,98781.0,158988.9,124062.4,137527.9,140743.6,144980.6,134110.5,157031.9,136949.7,103554.3,159421.6,0.0,360.3,97619.3,103700.5,188691.6,133236.0,109010.5,131925.0,137322.3,23081.8,103611.2,196705.8,7540.3,160321.5,124091.1,99037.1,158211.3,164376.0,90263.2,139864.1,161530.8,156668.6,147869.5,130157.1,155333.1,153709.5,152034.9,156900.1,148965.5,111608.7,33822.1,123736.7,161676.7,159027.1,120319.3,150797.4,159608.2,149253.6,172763.3,79004.2,152485.2,148249.5,98648.0,159388.4,139688.7,158716.9,130680.2,139056.0,151388.7,170448.1,158481.5,148033.6,158770.9,148935.3,148777.0,148779.8,79223.3,137905.7,113463.1,108883.6,159303.5,159196.4,158464.6,119138.3,161715.9,159017.2,141479.0,144699.1,137446.5,97605.4,151448.4,138803.0,147703.1,122167.8,111066.1,124742.6,118811.3,150223.0,148312.4,145498.6,98777.0,160048.0,111543.0,111625.4,111621.0,110456.2,110456.2,140747.1,139904.7,147673.9,124264.3,123457.6,159124.7,147586.8,91627.0,98870.9,157393.6
Innvik Fjordhotell,145221.1,109356.8,136857.6,97283.4,159680.4,180485.4,159544.0,143229.6,156816.6,109239.2,162840.4,167583.4,159295.2,124327.8,160728.3,133462.3,139887.4,152042.7,156819.3,17309.1,170153.7,159484.8,148163.4,132820.0,159374.5,99676.9,90732.6,124375.4,99516.2,159564.6,146297.1,133400.5,155129.1,148238.0,140322.6,99075.0,159282.9,124356.4,137821.9,141037.7,145274.6,134404.6,157325.9,137243.7,103848.3,159715.6,360.3,0.0,97913.4,103994.5,188985.6,133530.0,109304.5,132219.0,137616.3,23375.8,103905.2,196999.8,7240.0,160615.5,124385.1,99331.1,158505.3,164670.0,90557.2,140158.1,161824.8,156962.6,148163.5,130451.1,155627.1,154003.5,152328.9,157194.1,149259.6,111902.7,34116.1,124030.7,161970.7,159321.1,120613.3,151091.4,159902.2,149547.6,173057.3,79298.2,152779.2,148543.5,98942.0,159682.4,139982.7,159011.0,130974.3,139350.0,151682.7,170742.1,158775.5,148327.6,159064.9,149229.3,149071.0,149073.8,57118.8,138199.7,113757.1,109177.6,159597.6,159490.4,158758.6,119432.3,162009.9,159311.2,141773.0,144993.1,137740.6,97899.4,151742.4,139097.0,147997.1,122461.8,111360.1,125036.7,119105.3,150517.0,148606.4,145792.6,99071.0,160342.0,111837.0,111919.4,111915.0,110750.3,110750.3,141041.1,140198.7,147967.9,124558.4,123751.6,159418.8,147880.8,91921.0,99164.9,157687.6
"Hovdebygda, 6160 Hovdebygda",49719.5,139481.4,67676.7,8318.9,64178.8,84943.4,64042.4,59702.9,61315.0,139363.8,67298.4,72081.8,63793.5,30521.2,65226.7,39655.7,56360.7,56541.1,61317.7,80732.8,81597.3,63983.2,52661.7,61861.7,63872.9,3900.1,7396.6,30568.8,4014.6,64063.0,50795.5,39593.9,59627.5,52736.4,56795.9,3338.4,63781.2,30549.8,44015.3,45536.0,56065.4,40597.9,61824.3,43437.1,27123.3,64213.9,97589.5,97883.5,0.0,27269.4,93443.6,119914.2,139429.1,38412.4,43809.7,74664.4,27180.1,101457.8,105063.6,69568.7,30578.5,3554.3,63003.7,73375.8,7897.6,56631.4,66323.2,61460.9,52661.8,116835.3,60125.5,58501.9,52954.3,61692.4,53757.9,93332.8,64240.7,30224.1,66469.1,63819.5,26806.7,55589.8,64400.6,54046.0,107228.9,65682.4,57277.5,53041.9,3650.0,64180.8,46176.1,63509.3,37167.6,45543.4,56181.0,75240.5,69290.2,52826.0,63563.2,53727.7,53569.3,53572.1,66658.4,114574.9,27704.8,139302.2,64095.9,63988.8,63257.0,100862.4,66508.3,63809.5,46271.3,55783.9,43934.0,313.2,56240.7,125481.2,52495.4,28655.2,92790.2,31230.0,23603.7,55015.3,53104.8,50290.9,3257.4,64840.4,93267.0,93349.5,93345.1,92180.3,92180.3,45539.4,56672.1,52466.3,30751.7,29945.0,63917.1,58671.6,6097.6,3370.5,62185.9
Joker Bellingen,71509.2,145587.1,86868.5,23571.5,85968.4,106733.1,85832.1,81492.6,83104.7,145469.5,89088.1,93871.5,85583.2,56332.0,87016.3,65466.5,78150.4,78330.8,83107.3,86838.6,103387.0,85772.8,74451.4,82830.9,85662.6,25964.9,25795.5,56379.6,25804.3,85852.7,72585.2,65404.7,81417.2,74526.1,78585.6,25363.0,85570.9,56360.6,69826.1,67325.7,77180.7,66408.8,83614.0,69247.9,277.7,86003.6,103695.2,103989.2,27327.4,0.0,115233.3,126020.0,145534.9,64223.2,69620.5,80770.2,70.5,123247.5,111169.3,90683.9,56389.3,25619.2,84793.4,95165.5,25427.5,78421.1,88112.9,83250.6,74451.5,122941.0,81915.2,80291.6,74744.0,83482.1,75547.6,61913.6,70346.5,56034.9,88258.7,85609.1,52617.5,77379.5,86190.3,75835.7,129018.6,71788.2,79067.2,74831.6,25230.1,85970.5,71986.9,85299.0,62978.4,71354.2,77970.7,97030.2,91079.9,74615.7,85352.9,75517.4,75359.0,75361.8,72764.2,83155.7,48820.0,145407.9,85885.6,85778.5,85046.7,69443.2,88298.0,85599.2,68061.0,76899.2,69744.8,27313.5,78030.4,131587.0,74285.1,54466.0,61371.0,57040.9,45393.3,76805.0,74894.5,72080.6,25359.1,86630.0,61847.8,61930.3,61925.8,60761.1,60761.1,67329.1,78461.8,74256.0,56562.5,55755.8,85706.8,79786.9,26983.8,25452.9,83975.6
Joker Fiksdal,46531.3,111627.0,58799.7,95026.4,51858.8,22491.8,51722.4,45948.5,48539.5,111294.9,26796.3,41111.3,51473.6,74757.3,52906.7,64155.9,49596.4,57597.4,48542.2,171975.6,38644.9,51663.2,41133.2,56316.7,51553.0,90260.2,100444.7,74689.9,89542.4,51743.1,44397.9,64016.0,46852.0,41124.5,49038.6,90245.3,51461.3,74452.3,100331.3,48278.9,121519.9,65629.7,49048.8,99753.1,115105.9,51894.0,188832.2,189126.2,93468.7,115252.1,0.0,173554.2,111574.8,94728.5,100125.7,165907.2,115162.8,8047.8,196306.3,121869.0,74721.8,89950.2,50683.8,28556.5,100945.7,49246.4,54003.3,48685.4,40910.6,170475.2,47350.0,46135.4,46556.8,48916.9,54814.2,82462.3,155483.5,74321.4,54149.1,51499.5,83122.8,56646.1,52080.7,39843.3,20352.1,156757.7,45549.7,40727.5,90042.6,51860.9,102492.2,51189.4,66484.9,101859.4,43814.6,55577.8,31519.9,41815.0,51243.3,40952.2,40793.8,40796.7,157733.8,90082.4,120752.8,111356.5,51776.0,51668.9,50937.1,77299.9,54188.4,51489.6,47138.2,121238.4,100250.0,93454.7,57297.0,179121.2,41017.0,77116.1,81031.4,73249.7,69880.9,43200.5,40332.4,43893.4,90384.7,52520.4,82396.6,82479.0,82474.6,81309.9,81309.9,48282.3,49737.3,41046.1,74521.6,75466.0,51597.2,124126.1,99145.7,90233.0,49410.4
Joker Flatraket,147979.3,175083.2,170648.5,119298.1,162438.5,183203.2,162302.1,177020.5,159574.8,174965.6,165558.2,170341.6,162053.3,100872.4,163486.4,110006.8,173678.4,154800.9,159577.4,116334.7,179857.1,162242.9,150921.5,166610.9,162132.7,102159.8,94811.0,100919.9,102274.4,162322.8,149055.3,109945.0,157887.3,150996.1,174113.6,101598.2,162041.0,100901.0,108554.0,143795.8,55010.2,110949.1,160084.1,107975.7,125863.0,162473.7,133191.3,133485.3,98626.3,126009.2,191703.4,0.0,175030.9,79029.9,73534.6,110266.2,125919.9,199717.6,104653.9,70351.0,100929.7,101814.1,161263.5,171635.6,94635.6,173949.0,164583.0,159720.7,150921.6,12419.6,158385.3,156761.6,151214.1,159952.2,152017.7,145693.7,99842.5,100575.2,164728.8,162079.2,91345.4,153849.6,162660.4,152305.8,205488.7,54571.2,155537.3,151301.6,101909.8,162440.6,77217.0,161769.1,107518.8,110082.0,154440.8,173500.3,167550.0,151085.8,161823.0,151987.4,151829.1,151831.9,54892.6,203926.1,80509.0,174904.0,162355.7,162248.6,161516.8,153223.2,164768.1,162069.3,144531.1,54728.7,108472.6,98612.4,154500.5,21065.5,150755.2,99006.3,145151.0,101581.2,121863.4,153275.1,151364.6,148550.7,101517.2,163100.1,145627.9,145710.4,145705.9,144541.2,144541.2,143799.2,173989.7,150726.1,101102.9,100296.1,162176.9,57616.4,93899.4,101630.3,160445.7
Joker Geiranger,103583.1,61.6,73011.2,138755.6,108455.1,98897.1,108318.7,95766.9,105591.3,279.9,84061.5,104599.9,108069.8,131809.1,109503.0,121207.7,76041.0,114649.2,105594.0,92146.2,69028.8,108259.5,98185.0,68973.6,108149.2,141149.0,132204.8,131741.7,140988.4,108339.3,99018.4,121067.8,103903.8,98176.2,76476.2,140547.1,108057.5,131504.1,179294.1,105330.7,186746.8,122681.5,106100.6,178715.9,145320.5,108490.3,109002.8,109296.8,139385.5,145466.6,111694.4,175002.2,0.0,173691.2,179088.4,86077.7,145377.3,103692.4,116476.9,202087.6,131773.5,140803.3,107280.0,78915.1,132029.4,76311.7,110599.5,105737.2,97962.4,171923.2,104401.8,103187.2,96793.9,105968.7,111866.0,43112.5,75352.8,131373.2,110745.4,108095.8,162085.5,113697.9,108676.9,96895.1,91614.9,120770.4,102601.5,97779.3,140414.2,108457.1,181454.9,107785.6,123536.7,180822.2,100866.4,119516.8,81338.3,98866.8,107839.5,98004.0,97845.6,97848.4,120989.4,29240.4,155229.3,218.3,108372.2,108265.1,107533.3,38947.4,110784.6,108085.8,104190.0,186465.3,179212.7,139371.6,114348.8,180569.2,98068.8,163933.9,44926.2,130301.5,126932.7,100252.3,97384.2,100945.2,140543.2,109116.7,43073.1,42909.1,42904.7,44346.6,44346.6,105334.1,76352.3,98097.9,131573.4,132517.8,108193.4,189353.0,133393.1,140637.1,106462.2
Joker Gursken,51357.4,173620.9,76271.8,45173.9,65816.7,86581.4,65680.3,63420.5,62952.9,173503.4,68936.4,73719.7,65431.5,22023.5,66864.6,31158.0,67068.5,53774.3,62955.6,114872.4,83235.2,65621.1,54299.7,73788.7,65510.8,40755.0,41536.2,22071.1,40869.5,65700.9,52433.4,31096.2,61265.4,54374.3,66510.6,40193.3,65419.2,22052.1,29705.1,48836.4,26972.6,32100.2,63462.2,29126.9,63978.2,65851.9,131729.0,132023.1,38378.0,64124.3,95081.6,79006.8,173568.7,0.0,5578.3,108804.0,64035.0,103095.8,139203.1,27321.6,22080.8,40409.2,64641.6,75013.8,42037.2,66718.4,67961.1,63098.9,54299.8,75927.8,61763.4,60139.8,54592.3,63330.4,50991.1,127472.4,98380.3,21726.4,68107.0,65457.4,12496.5,52823.0,66038.5,55683.9,108866.9,99822.0,58915.5,54679.8,40504.9,65818.7,7944.8,65147.3,28669.9,31233.2,57819.0,76878.4,70928.1,54463.9,65201.2,55365.6,55207.3,55210.1,100798.0,130396.1,40495.1,173441.8,65733.8,65626.7,64894.9,117613.6,68146.2,65447.5,47909.3,26691.0,29623.8,38364.1,53473.9,84573.8,54133.4,20157.5,126929.8,22732.3,60458.6,56653.3,54742.7,51928.9,40112.3,66478.3,127406.6,127489.1,127484.6,126319.9,126319.9,48839.8,67209.3,54104.2,22254.0,21447.3,65555.0,29578.7,40237.2,40225.4,63823.9
Joker Larsnes,56754.6,179018.2,81669.0,50571.1,71213.9,91978.6,71077.5,68817.8,68350.2,178900.6,74333.6,79117.0,70828.7,27420.8,72261.8,36555.2,72465.7,59171.5,68352.8,120269.6,88632.4,71018.3,59696.9,79185.9,70908.0,46152.2,46933.4,27468.3,46266.7,71098.1,57830.6,36493.4,66662.6,59771.5,71907.8,45590.6,70816.4,27449.4,35102.4,54233.6,21477.2,37497.5,68859.5,34524.1,69375.4,71249.1,137126.3,137420.3,43775.3,69521.6,100478.8,73511.5,178965.9,5578.3,0.0,114201.2,69432.3,108493.0,144600.4,21826.3,27478.1,45806.5,70038.9,80411.0,47434.4,72115.6,73358.3,68496.1,59697.0,70432.5,67160.6,65537.0,59989.5,68727.6,56388.3,132869.6,103777.5,27123.6,73504.2,70854.6,17893.8,58220.2,71435.7,61081.2,114264.1,105219.2,64312.7,60077.0,45902.2,71215.9,3765.4,70544.5,34067.2,36630.4,63216.2,82275.6,76325.3,59861.1,70598.4,60762.8,60604.5,60607.3,106195.2,135793.4,34999.8,178839.0,71131.1,71024.0,70292.2,123010.8,73543.4,70844.7,53306.5,21195.7,35021.0,43761.3,58871.2,79078.5,59530.6,25554.7,132327.0,28129.6,65855.8,62050.5,60139.9,57326.1,45509.6,71875.5,132803.9,132886.3,132881.9,131717.2,131717.2,54237.0,72606.5,59501.5,27651.3,26844.5,70952.3,24083.4,45634.4,45622.7,69221.1
Joker Loen,121991.3,86127.0,113627.8,74053.7,136450.6,157255.6,136314.2,119999.8,133586.9,86009.4,139610.6,144353.7,136065.4,101098.1,137498.5,110232.5,116657.6,128812.9,133589.5,6214.4,146923.9,136255.0,124933.6,109590.2,136144.7,76447.1,67502.8,101145.6,76286.5,136334.9,123067.3,110170.7,131899.3,125008.2,117092.8,75845.2,136053.1,101126.7,114592.1,117807.9,122044.9,111174.8,134096.2,114013.9,80618.5,136485.8,23071.0,23365.1,74683.6,80764.7,165755.8,110300.2,86074.7,108989.3,114386.5,0.0,80675.4,173770.0,30545.1,137385.7,101155.4,76101.3,135275.6,141440.2,67327.4,116928.3,138595.0,133732.8,124933.7,107221.3,132397.4,130773.7,129099.1,133964.3,126029.8,88672.9,10886.3,100800.9,138740.9,136091.3,97383.5,127861.6,136672.4,126317.9,149827.5,56068.4,129549.4,125313.7,75712.3,136452.6,116752.9,135781.2,107744.5,116120.2,128452.9,147512.3,135545.7,125097.8,135835.1,125999.5,125841.2,125844.0,56287.5,114969.9,90527.3,85947.8,136367.8,136260.7,135528.9,96202.5,138780.1,136081.4,118543.2,121763.3,114510.8,74669.7,128512.6,115867.2,124767.3,99232.0,88130.3,101806.9,95875.5,127287.2,125376.6,122562.8,75841.2,137112.2,88607.2,88689.6,88685.2,87520.5,87520.5,117811.3,116969.0,124738.2,101328.6,100521.8,136189.0,124651.0,68691.2,75935.1,134457.8
Joker Sæbø,71399.2,145477.2,86895.1,23461.6,85858.5,106623.2,85722.1,81382.7,82994.8,145359.6,88978.2,93761.6,85473.3,56222.1,86906.4,65356.6,78040.5,78220.8,82997.4,86728.7,103277.1,85662.9,74341.5,82857.5,85552.6,25855.0,25685.6,56269.7,25694.4,85742.8,72475.2,65294.8,81307.2,74416.1,78475.7,25253.1,85461.0,56250.7,69716.2,67215.8,77070.8,66298.8,83504.1,69138.0,167.8,85893.7,103585.3,103879.3,27217.5,117.6,115123.4,125910.1,145424.9,64113.3,69510.6,80660.3,0.0,123137.6,111059.4,90574.0,56279.4,25509.2,84683.5,95055.6,25317.6,78311.2,88002.9,83140.7,74341.6,122831.1,81805.3,80181.6,74634.1,83372.2,75437.7,61940.2,70236.6,55925.0,88148.8,85499.2,52507.6,77269.5,86080.4,75725.8,128908.7,71678.2,78957.3,74721.6,25120.2,85860.6,71877.0,85189.1,62868.5,71244.3,77860.8,96920.2,90969.9,74505.7,85243.0,75407.4,75249.1,75251.9,72654.3,83182.3,48710.1,145298.0,85775.7,85668.6,84936.8,69469.8,88188.1,85489.3,67951.1,76789.2,69634.8,27203.6,77920.5,131477.1,74175.2,54356.1,61397.6,56930.9,45283.4,76695.1,74784.5,71970.7,25249.2,86520.1,61874.5,61956.9,61952.5,60787.8,60787.8,67219.2,78351.8,74146.1,56452.6,55645.9,85596.9,79677.0,26873.9,25343.0,83865.7
Joker Tomrefjord,54545.5,103625.1,66814.0,103040.6,59873.1,30432.6,59736.7,53962.7,56553.7,103292.9,34810.5,49125.5,59487.8,82771.5,60920.9,72170.1,57610.6,65611.6,56556.4,179989.8,37951.7,59677.5,49147.5,64330.9,59567.2,98274.4,108458.9,82704.1,97556.6,59757.3,52412.1,72030.2,54866.2,49138.7,57052.8,98259.5,59475.5,82466.5,108345.6,56293.1,129534.1,73643.9,57063.0,107767.3,123120.2,59908.2,196846.4,197140.4,101482.9,123266.3,8047.8,181568.4,103572.8,102742.7,108139.9,173921.4,123177.0,0.0,204320.5,129883.2,82736.0,97964.4,58698.0,36570.7,108959.9,57260.6,62017.5,56699.7,48924.9,178489.4,55364.2,54149.7,54571.0,56931.2,62828.4,73463.0,163497.7,82335.6,62163.3,59513.7,91137.0,64660.3,60094.9,47857.5,12350.2,164771.9,53563.9,48741.7,98056.8,59875.1,110506.4,59203.6,74499.2,109873.6,51828.8,63592.0,39534.1,49829.2,59257.5,48966.4,48808.1,48810.9,165748.0,82080.4,128767.0,103354.5,59790.2,59683.1,58951.3,69297.9,62202.6,59503.8,55152.4,129252.6,108264.2,101468.9,65311.3,187135.4,49031.2,85130.3,89045.6,81263.9,77895.1,51214.7,48346.6,51907.6,98398.9,60534.6,73423.7,73259.7,73255.2,89324.1,89324.1,56296.6,57751.5,49060.3,82535.8,83480.2,59611.4,132140.3,107159.9,98247.2,57424.7
