,Depot,"Geiranger, 6216 Geiranger","Storfjordvegen 550, 6260 Skodje","Sæbøvegen 26, 6165 Sæbø","Parkgata 2, 6003 Ålesund","Langsten, 6264 Tennfjord","Ålesund, 6002 Ålesund",Aursnes Kiosk & Bistro,"Blakstad, 6008 Ålesund",Brasserie Posten,"Digernes, 6057 Ellingsøy","Moa, 6010 Ålesund",LORKENESTORGET,Brygga Sportsbar,BROGATA 1,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Nørve,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Straumgjerde,NEDRE STRANDGATE 9,Bunnpris Ørsta,"Volda, 6100 Volda",Café Nova,Det Lille Napoli,KIRKEGATA 1 A,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Ulsteinvik, 6065 Ulsteinvik","Fosnavåg, 6090 Fosnavåg","Sunde, 6030 Sunde",Fiskå Brygge Gjestgiveri,"Hareid, 6060 Hareid","Hatlane, 6008 Ålesund",Herøy omsorgssenter,Hjørundfjordheimen,KONGENS GATE 27,Innvik,Innvik Fjordhotell,"Hovdebygda, 6160 Hovdebygda",Joker Bellingen,Joker Fiksdal,Joker Flatraket,Joker Geiranger,Joker Gursken,Joker Larsnes,Joker Loen,Joker Sæbø,Joker Tomrefjord,Joker,Joker Åram,KaffeBaren AS,Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",KONGENS GATE 30,"Larsnes, 6098 Nerlandsøy",KEISER WILHELMS GATE 32,"Hjørungavåg, 6092 Fosnavåg",Meny Fosnavåg,LERSTADVEGEN 291,"Giske, 6050 Valderøya","Solavågen, 6240 Ørskog","HIG, 6010 Ålesund",KORSEGATA 4,POSTVEGEN 11,POSTVEGEN 17,POSTVEGEN 15,"Nordfjordeid, 6770 Nordfjordeid",Nærbutikken Norddal,Nærbutikken Rovde,Olebuda,Quality Hotel Waterfront,SORENSKRIVER BULLS GATE 7,RÅDSTUGATA 3B,"Rekkedal, 6210 Valldal",OLE THORESENS GATE 16,RASMUS RØNNEBERGS GATE 4,SOLAVÅGSEIDET 76,Spar Fiskåbygd,Spar Fosnavåg,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Ulsteinvik,Spar Vartdal,Øvre Geilegrend 1,Esso Spjelkavik,St1 Vegsund,St1 Ørsta,"Ålesund, 6009 Ålesund",Storfjord kulturhus,Stranda Bakeri og Konditori,"Stranda, 6200 Stranda","Stranda, 6200 Stranda",Stranda omsorgssenter,"Sundgata 26, 6030 Sunde","Sykkylven, 6230 Sykkylven",Thon Hotel Baronen,Ulstein Arena,Ulstein sjukeheim,"Rådhuset, 6002 Ålesund","Fiskå, 6139 Fiskå",Volda omsorgssenter sjukeheim,"Ørsta, 6150 Ørsta","Åsehaugen 5, 6017 Ålesund"
Hjørundfjordheimen,5563.1,8714.2,6405.9,1781.7,6489.9,7632.6,6478.0,6108.4,6254.0,8668.0,6513.3,6990.0,6447.7,3610.5,6582.9,4199.4,5889.1,6082.9,6259.3,5304.8,7398.3,6454.3,5685.2,5771.6,6457.8,1778.9,1627.4,3616.9,1714.9,6476.0,5565.8,4196.2,6181.4,5673.6,5897.1,1669.9,6444.8,3612.0,4475.0,5215.7,5960.9,4330.1,6306.1,4421.9,0.0,6482.2,6297.5,6329.5,1828.3,49.0,8219.1,7475.8,8695.7,4054.5,4389.8,4844.7,35.0,8822.6,6807.4,6776.8,3622.1,1699.1,6359.4,6899.1,1612.4,5907.3,6681.8,6280.6,5662.5,7350.3,6257.0,6213.7,5682.3,6325.4,5843.2,4489.1,4173.9,3593.9,6736.2,6444.3,3350.9,5998.9,6500.3,5766.5,8862.8,4270.1,6154.5,5685.4,1655.9,6477.4,4614.5,6409.3,4045.0,4623.9,6001.3,7228.4,6801.5,5688.9,6413.4,5753.2,5720.6,5724.8,4298.1,8312.7,4191.2,8662.6,6472.7,6459.5,6390.5,7036.5,6731.3,6445.5,5225.7,5903.2,4461.7,1842.9,6060.1,7984.6,5637.0,3461.7,4446.1,3670.0,2905.0,5885.4,5703.9,5502.6,1668.4,6546.0,4485.1,4492.1,4491.5,4387.8,4387.8,5216.5,5933.7,5634.4,3641.6,3563.3,6466.1,6095.6,1726.1,1690.6,6342.8
KONGENS GATE 27,1318.4,7408.7,3257.0,5584.7,133.5,2750.3,121.6,2440.9,247.1,7347.9,1664.8,840.6,91.3,4120.1,226.5,3340.3,2700.0,2104.5,269.6,10002.8,2549.8,25.9,964.6,3138.1,101.4,4899.6,5644.8,4117.2,4776.2,119.6,1111.7,3330.2,408.1,877.5,2633.0,4852.7,72.6,4084.3,5729.5,1358.3,8750.1,3534.7,280.3,5676.4,6475.4,0.0,10995.5,11027.5,5092.5,6486.2,3336.8,11797.7,7390.2,5309.0,5644.3,9542.7,6472.2,3940.3,11505.4,8786.5,4129.4,4821.2,102.9,2050.6,5670.1,2668.2,325.4,290.9,925.9,11672.2,483.7,446.8,1228.2,299.6,1864.8,4767.5,8871.9,4062.1,379.8,72.4,4605.4,2020.5,143.9,872.5,4014.3,8968.1,618.2,838.4,4828.1,40.6,5869.0,78.2,3563.8,5878.4,577.4,1079.0,1994.3,844.0,94.7,847.8,815.2,819.4,8996.1,6147.0,7923.2,7353.3,116.3,11.6,87.3,4923.1,374.9,76.2,1239.9,8692.4,5716.2,5107.1,2081.7,12306.5,917.8,4203.6,4623.9,3997.3,3592.1,697.8,892.4,1048.5,4870.0,189.6,4763.5,4770.5,4769.9,4666.2,4666.2,1359.1,2732.0,915.2,4092.2,4109.2,65.4,8884.8,5512.4,4855.2,335.9
Innvik,10071.1,6716.3,8827.2,6289.7,10997.9,11990.3,10986.0,8927.3,10762.0,6670.1,10871.0,11498.0,10955.7,7592.5,11090.9,8181.4,8708.0,10590.9,10767.3,1050.6,11358.1,10962.3,10193.2,8192.9,10965.8,6286.9,5493.6,7598.9,6222.9,10984.0,10073.8,8178.2,10689.4,10181.6,8716.0,6177.9,10952.8,7594.0,8457.0,9723.7,8956.3,8312.1,10814.1,8403.9,6279.6,10990.2,0.0,56.7,6028.5,6290.4,12576.8,8060.8,6697.8,8036.5,8371.8,1483.5,6276.4,13180.3,534.6,9875.1,7604.1,6207.1,10867.4,10999.3,5492.5,8726.2,11189.8,10788.6,10170.5,7935.3,10765.0,10721.7,10172.7,10833.4,10351.2,6910.4,2176.0,7575.9,11244.2,10952.3,7332.9,10506.9,11008.3,10274.5,12620.4,4855.1,10662.5,10193.4,6163.9,10985.4,8596.5,10917.3,8027.0,8605.9,10509.3,11736.4,10667.2,10196.9,10921.4,10261.2,10228.6,10232.8,4826.4,8369.8,8057.4,6664.7,10980.7,10967.5,10898.5,9457.8,11239.3,10953.5,9733.7,8898.6,8443.7,6043.1,10568.1,8569.6,10145.0,7443.7,6867.4,7652.0,7413.0,10393.4,10211.9,10010.6,6176.4,11054.0,6906.4,6913.4,6912.8,6809.1,6809.1,9724.5,8752.6,10142.4,7623.6,7545.3,10974.1,9091.0,5592.3,6198.6,10850.8
Innvik Fjordhotell,10106.3,6751.5,8862.4,6324.9,11033.1,12025.5,11021.2,8962.5,10797.2,6705.3,10906.2,11533.2,10990.9,7627.7,11126.1,8216.6,8743.2,10626.1,10802.5,1085.8,11393.3,10997.5,10228.4,8228.1,11001.0,6322.1,5528.8,7634.1,6258.1,11019.2,10109.0,8213.4,10724.6,10216.8,8751.2,6213.1,10988.0,7629.2,8492.2,9758.9,8991.5,8347.3,10849.3,8439.1,6314.8,11025.4,53.7,0.0,6063.7,6325.6,12612.0,8096.0,6733.0,8071.7,8407.0,1518.7,6311.6,13215.5,513.4,9910.3,7639.3,6242.3,10902.6,11034.5,5527.7,8761.4,11225.0,10823.8,10205.7,7970.5,10800.2,10756.9,10207.9,10868.6,10386.4,6945.6,2211.2,7611.1,11279.4,10987.5,7368.1,10542.1,11043.5,10309.7,12655.6,4890.3,10697.7,10228.6,6199.1,11020.6,8631.7,10952.5,8062.2,8641.1,10544.5,11771.6,10702.4,10232.1,10956.6,10296.4,10263.8,10268.0,4860.0,8405.0,8092.6,6699.9,11015.9,11002.7,10933.7,9493.0,11274.5,10988.7,9768.9,8933.8,8478.9,6078.3,10603.3,8604.8,10180.2,7478.9,6902.6,7687.2,7448.2,10428.6,10247.1,10045.8,6211.6,11089.2,6941.6,6948.6,6948.0,6844.3,6844.3,9759.7,8787.8,10177.6,7658.8,7580.5,11009.3,9126.2,5627.5,6233.8,10886.0
"Hovdebygda, 6160 Hovdebygda",4174.5,8451.3,5214.2,1005.8,5101.3,6244.0,5089.4,4719.8,4865.4,8405.1,5124.7,5601.4,5059.1,1862.9,5194.3,2451.8,4500.5,4694.3,4870.7,5041.9,6009.7,5065.7,4296.6,4865.1,5069.2,363.3,620.5,1869.3,326.3,5087.4,4177.2,2448.6,4792.8,4285.0,4508.5,276.3,5056.2,1864.4,2727.4,3827.1,4668.6,2582.5,4917.5,2674.3,1805.4,5093.6,6034.6,6066.6,0.0,1816.2,6830.5,7212.9,8432.8,2306.9,2642.2,4581.8,1802.2,7434.0,6544.5,5484.5,1874.5,283.5,4970.8,5510.5,645.8,4518.7,5293.2,4892.0,4273.9,7087.4,4868.4,4825.1,4293.7,4936.8,4454.6,5688.2,3911.0,1846.3,5347.6,5055.7,1603.3,4610.3,5111.7,4377.9,7474.2,4007.2,4765.9,4296.8,291.9,5088.8,2866.9,5020.7,2297.4,2876.3,4612.7,5839.8,5412.9,4300.3,5024.8,4364.6,4332.0,4336.2,4035.2,9511.8,2898.9,8399.7,5084.1,5070.9,5001.9,8235.6,5342.7,5056.9,3837.1,4610.9,2714.1,63.2,4671.5,7721.7,4248.4,1714.1,5645.2,1922.4,1516.4,4496.8,4315.3,4114.0,267.0,5157.4,5684.2,5691.2,5690.6,5586.9,5586.9,3827.9,4545.1,4245.8,1894.0,1815.7,5077.5,4803.3,488.1,294.0,4954.2
Joker Bellingen,5570.9,8722.0,6387.8,1789.5,6497.7,7640.4,6485.8,6116.2,6261.8,8675.8,6521.1,6997.8,6455.5,3618.3,6590.7,4207.2,5896.9,6090.7,6267.1,5312.6,7406.1,6462.1,5693.0,5753.5,6465.6,1786.7,1635.2,3624.7,1722.7,6483.8,5573.6,4204.0,6189.2,5681.4,5904.9,1677.7,6452.6,3619.8,4482.8,5223.5,5968.7,4337.9,6313.9,4429.7,52.6,6490.0,6305.3,6337.3,1836.1,0.0,8226.9,7483.6,8703.5,4062.3,4397.6,4852.5,19.0,8830.4,6815.2,6784.6,3629.9,1706.9,6367.2,6906.9,1620.2,5915.1,6689.6,6288.4,5670.3,7358.1,6264.8,6221.5,5690.1,6333.2,5851.0,4471.0,4181.7,3601.7,6744.0,6452.1,3358.7,6006.7,6508.1,5774.3,8870.6,4277.9,6162.3,5693.2,1663.7,6485.2,4622.3,6417.1,4052.8,4631.7,6009.1,7236.2,6809.3,5696.7,6421.2,5761.0,5728.4,5732.6,4305.9,8294.6,4199.0,8670.4,6480.5,6467.3,6398.3,7018.4,6739.1,6453.3,5233.5,5911.0,4469.5,1850.7,6067.9,7992.4,5644.8,3469.5,4428.0,3677.8,2912.8,5893.2,5711.7,5510.4,1676.2,6553.8,4467.0,4474.0,4473.4,4369.7,4369.7,5224.3,5941.5,5642.2,3649.4,3571.1,6473.9,6103.4,1733.9,1698.4,6350.6
Joker Fiksdal,3075.4,7553.6,4525.4,7341.7,3353.7,1479.6,3341.8,3709.3,3150.3,7492.8,1850.9,2695.1,3311.5,5877.1,3446.7,5097.3,3968.4,3861.5,3155.6,11600.1,2725.9,3318.1,2684.1,4406.5,3321.6,6656.6,7401.8,5874.2,6533.2,3339.8,2868.7,5087.2,3077.7,2646.6,3901.4,6609.7,3308.6,5841.3,7486.5,3115.3,10507.1,5291.7,3202.4,7433.4,8232.4,3346.0,12592.8,12624.8,6849.5,8243.2,0.0,13554.7,7535.1,7066.0,7401.3,11140.0,8229.2,622.2,13102.7,10543.5,5886.4,6578.2,3223.2,1989.0,7427.1,3936.6,3545.6,3176.9,2645.4,13429.2,3153.3,3114.4,2985.2,3221.7,3621.8,6035.9,10469.2,5819.1,3600.0,3308.1,6362.4,3777.5,3364.1,2552.5,1408.7,10725.1,3108.2,2595.4,6585.1,3341.2,7626.0,3273.1,5320.8,7635.4,2902.0,3658.0,2208.2,2710.6,3277.2,2649.5,2616.9,2621.1,10753.1,6291.9,9680.2,7498.2,3336.5,3323.3,3254.3,5068.0,3595.1,3309.3,2996.9,10449.4,7473.2,6864.1,3838.7,14063.5,2646.7,5960.6,5892.3,5754.3,5349.1,2840.6,2597.7,2805.5,6627.0,3409.8,6031.9,6038.9,6038.3,5934.6,5934.6,3116.1,4000.4,2649.3,5849.2,5866.2,3329.9,10641.8,7269.4,6612.2,3239.1
Joker Flatraket,10692.7,10485.2,10733.7,7489.9,11619.5,12762.2,11607.6,10833.8,11383.6,10439.0,11642.9,12119.6,11577.3,7954.5,11712.5,8543.4,10614.5,11212.5,11388.9,7075.8,12527.9,11583.9,10814.8,10099.4,11587.4,6881.5,6337.7,7960.9,6844.5,11605.6,10695.4,8540.2,11311.0,10803.2,10622.5,6794.5,11574.4,7956.0,8434.2,10345.3,3423.1,8674.1,11435.7,8381.1,7479.8,11611.8,8068.5,8100.5,6573.5,7490.6,13348.7,0.0,10466.7,6550.8,6195.6,6615.7,7476.6,13952.2,7670.9,4341.9,7966.1,6801.7,11489.0,12028.7,6336.6,10632.7,11811.4,11410.2,10792.1,815.8,11386.6,11343.3,10811.9,11455.0,10972.8,8816.9,5944.9,7937.9,11865.8,11573.9,7310.1,11128.5,11629.9,10896.1,13992.4,3300.6,11284.1,10815.0,6810.1,11607.0,6536.3,11538.9,8389.0,8583.1,11130.9,12358.0,11931.1,10818.5,11543.0,10882.8,10850.2,10854.4,3315.8,12138.7,4876.6,10433.6,11602.3,11589.1,11520.1,11364.3,11860.9,11575.1,10355.3,3365.4,8420.9,6588.1,11189.7,1450.1,10766.6,7805.7,8773.9,8014.0,8034.6,11015.0,10833.5,10632.2,6785.2,11675.6,8812.9,8819.9,8819.3,8715.6,8715.6,10346.1,10659.1,10764.0,7985.6,7907.3,11595.7,3557.8,6255.2,6812.2,11472.4
Joker Geiranger,7129.5,22.1,7359.4,8677.6,7440.3,7006.3,7428.4,7360.1,7204.4,47.3,5917.4,7265.8,7398.1,9931.2,7533.3,9151.4,7240.2,7915.6,7209.7,5699.2,4938.5,7404.7,6738.2,6725.1,7408.2,8674.8,7881.5,9928.3,8610.8,7426.4,6914.2,9141.3,7131.8,6700.7,7248.2,8565.8,7395.2,9895.4,10844.9,7169.4,11344.2,9345.8,7256.5,10791.8,8667.5,7432.6,6691.9,6723.9,8416.4,8678.3,7558.2,10448.7,0.0,10424.4,10759.7,5239.1,8664.3,6953.4,7201.8,12263.0,9940.5,8595.0,7309.8,5620.3,7880.4,7258.4,7632.2,7231.0,6699.5,10323.2,7207.4,7168.5,6760.1,7275.8,7675.9,5145.8,4541.8,9873.2,7686.6,7394.7,9720.8,7831.6,7450.7,6606.6,6182.7,7243.0,7162.3,6649.5,8551.8,7427.8,10984.4,7359.7,9374.9,10993.8,6956.1,8178.8,5859.0,6764.7,7363.8,6703.6,6671.0,6675.2,7214.3,1747.0,10445.3,41.9,7423.1,7409.9,7340.9,3075.8,7681.7,7395.9,7051.0,11286.5,10831.6,8431.0,7892.8,10957.5,6700.8,9831.6,5362.7,9808.4,9403.2,6894.7,6651.8,6859.6,8564.3,7496.4,5139.7,5110.9,5110.3,5272.6,5272.6,7170.2,7284.8,6703.4,9903.3,9920.3,7416.5,11478.9,7980.2,8586.5,7293.2
Joker Gursken,4435.6,10441.8,6583.6,3239.2,5362.4,6505.1,5350.5,5767.5,5126.5,10395.6,5385.8,5862.5,5320.2,1448.8,5455.4,2037.7,6026.6,4694.4,5131.8,7032.4,6270.8,5326.8,4557.7,6464.7,5330.3,2596.7,2611.0,1455.2,2559.7,5348.5,4438.3,2034.5,5053.9,4546.1,5959.6,2509.7,5317.3,1450.3,1928.5,4197.4,3479.7,2168.4,5178.6,1875.4,4038.8,5354.7,8025.1,8057.1,2297.6,4049.6,7091.6,6527.3,10423.3,0.0,373.9,6572.3,4035.6,7695.1,8535.0,3516.1,1460.4,2516.9,5231.9,5771.6,2636.3,5994.8,5554.3,5153.1,4535.0,6401.8,5129.5,5086.2,4554.8,5197.9,4454.7,7678.7,5901.5,1432.2,5608.7,5316.8,804.4,4610.4,5372.8,4639.0,7735.3,5997.7,5027.0,4557.9,2525.3,5349.9,598.6,5281.8,1883.3,2077.4,4873.8,6100.9,5674.0,4561.4,5285.9,4625.7,4593.1,4597.3,6025.7,9868.0,4236.1,10390.2,5345.2,5332.0,5263.0,8644.1,5603.8,5318.0,4098.2,3422.0,1915.2,2312.2,4671.6,7036.1,4509.5,1300.0,7635.7,1508.3,3749.8,4757.9,4576.4,4375.1,2500.4,5418.5,7674.7,7681.7,7681.1,7577.4,7577.4,4198.2,6058.6,4506.9,1479.9,1401.6,5338.6,3614.4,2478.6,2527.4,5215.3
Joker Larsnes,4770.5,10776.7,6918.5,3574.1,5697.3,6840.0,5685.4,6102.4,5461.4,10730.5,5720.7,6197.4,5655.1,1783.7,5790.3,2372.6,6361.5,5029.3,5466.7,7367.3,6605.7,5661.7,4892.6,6799.6,5665.2,2931.6,2945.9,1790.1,2894.6,5683.4,4773.2,2369.4,5388.8,4881.0,6294.5,2844.6,5652.2,1785.2,2263.4,4532.3,3126.2,2503.3,5513.5,2210.3,4373.7,5689.6,8360.0,8392.0,2632.5,4384.5,7426.5,6173.8,10758.2,380.0,0.0,6907.2,4370.5,8030.0,8869.9,3162.6,1795.3,2851.8,5566.8,6106.5,2971.2,6329.7,5889.2,5488.0,4869.9,6048.3,5464.4,5421.1,4889.7,5532.8,4789.6,8013.6,6236.4,1767.1,5943.6,5651.7,1139.3,4945.3,5707.7,4973.9,8070.2,6332.6,5361.9,4892.8,2860.2,5684.8,365.5,5616.7,2218.2,2412.3,5208.7,6435.8,6008.9,4896.3,5620.8,4960.6,4928.0,4932.2,6360.6,10202.9,3882.6,10725.1,5680.1,5666.9,5597.9,8979.0,5938.7,5652.9,4433.1,3068.5,2250.1,2647.1,5006.5,6682.6,4844.4,1634.9,7970.6,1843.2,4084.7,5092.8,4911.3,4710.0,2835.3,5753.4,8009.6,8016.6,8016.0,7912.3,7912.3,4533.1,6393.5,4841.8,1814.8,1736.5,5673.5,3260.9,2813.5,2862.3,5550.2
Joker Loen,8621.3,5266.5,7377.4,4839.9,9548.1,10540.5,9536.2,7477.5,9312.2,5220.3,9421.2,10048.2,9505.9,6142.7,9641.1,6731.6,7258.2,9141.1,9317.5,483.1,9908.3,9512.5,8743.4,6743.1,9516.0,4837.1,4043.8,6149.1,4773.1,9534.2,8624.0,6728.4,9239.6,8731.8,7266.2,4728.1,9503.0,6144.2,7007.2,8273.9,7506.5,6862.3,9364.3,6954.1,4829.8,9540.4,1475.8,1507.8,4578.7,4840.6,11127.0,6611.0,5248.0,6586.7,6922.0,0.0,4826.6,11730.5,1985.7,8425.3,6154.3,4757.3,9417.6,9549.5,4042.7,7276.4,9740.0,9338.8,8720.7,6485.5,9315.2,9271.9,8722.9,9383.6,8901.4,5460.6,726.2,6126.1,9794.4,9502.5,5883.1,9057.1,9558.5,8824.7,11170.6,3405.3,9212.7,8743.6,4714.1,9535.6,7146.7,9467.5,6577.2,7156.1,9059.5,10286.6,9217.4,8747.1,9471.6,8811.4,8778.8,8783.0,3376.6,6920.0,6607.6,5214.9,9530.9,9517.7,9448.7,8008.0,9789.5,9503.7,8283.9,7448.8,6993.9,4593.3,9118.3,7119.8,8695.2,5993.9,5417.6,6202.2,5963.2,8943.6,8762.1,8560.8,4726.6,9604.2,5456.6,5463.6,5463.0,5359.3,5359.3,8274.7,7302.8,8692.6,6173.8,6095.5,9524.3,7641.2,4142.5,4748.8,9401.0
Joker Sæbø,5556.6,8707.7,6383.0,1775.2,6483.4,7626.1,6471.5,6101.9,6247.5,8661.5,6506.8,6983.5,6441.2,3604.0,6576.4,4192.9,5882.6,6076.4,6252.8,5298.3,7391.8,6447.8,5678.7,5748.7,6451.3,1772.4,1620.9,3610.4,1708.4,6469.5,5559.3,4189.7,6174.9,5667.1,5890.6,1663.4,6438.3,3605.5,4468.5,5209.2,5954.4,4323.6,6299.6,4415.4,38.3,6475.7,6291.0,6323.0,1821.8,26.1,8212.6,7469.3,8689.2,4048.0,4383.3,4838.2,0.0,8816.1,6800.9,6770.3,3615.6,1692.6,6352.9,6892.6,1605.9,5900.8,6675.3,6274.1,5656.0,7343.8,6250.5,6207.2,5675.8,6318.9,5836.7,4466.2,4167.4,3587.4,6729.7,6437.8,3344.4,5992.4,6493.8,5760.0,8856.3,4263.6,6148.0,5678.9,1649.4,6470.9,4608.0,6402.8,4038.5,4617.4,5994.8,7221.9,6795.0,5682.4,6406.9,5746.7,5714.1,5718.3,4291.6,8289.8,4184.7,8656.1,6466.2,6453.0,6384.0,7013.6,6724.8,6439.0,5219.2,5896.7,4455.2,1836.4,6053.6,7978.1,5630.5,3455.2,4423.2,3663.5,2898.5,5878.9,5697.4,5496.1,1661.9,6539.5,4462.2,4469.2,4468.6,4364.9,4364.9,5210.0,5927.2,5627.9,3635.1,3556.8,6459.6,6089.1,1719.6,1684.1,6336.3
Joker Tomrefjord,3687.8,6947.2,5137.8,7954.1,3966.1,2071.3,3954.2,4321.7,3762.7,6886.4,2463.3,3307.5,3923.9,6489.5,4059.1,5709.7,4580.8,4473.9,3768.0,12212.5,2298.9,3930.5,3296.5,5018.9,3934.0,7269.0,8014.2,6486.6,7145.6,3952.2,3481.1,5699.6,3690.1,3259.0,4513.8,7222.1,3921.0,6453.7,8098.9,3727.7,11119.5,5904.1,3814.8,8045.8,8844.8,3958.4,13205.2,13237.2,7461.9,8855.6,624.7,14167.1,6928.7,7678.4,8013.7,11752.4,8841.6,0.0,13715.1,11155.9,6498.8,7190.6,3835.6,2601.4,8039.5,4549.0,4158.0,3789.3,3257.8,14041.6,3765.7,3726.8,3597.6,3834.1,4234.2,6531.6,11081.6,6431.5,4212.4,3920.5,6974.8,4389.9,3976.5,3164.9,802.3,11337.5,3720.6,3207.8,7197.5,3953.6,8238.4,3885.5,5933.2,8247.8,3514.4,4270.4,2820.6,3323.0,3889.6,3261.9,3229.3,3233.5,11365.5,5685.5,10292.6,6891.8,3948.9,3935.7,3866.7,4461.6,4207.5,3921.7,3609.3,11061.8,8085.6,7476.5,4451.1,14675.9,3259.1,6573.0,6504.7,6366.7,5961.5,3453.0,3210.1,3417.9,7239.4,4022.2,6525.5,6496.7,6496.1,6547.0,6547.0,3728.5,4612.8,3261.7,6461.6,6478.6,3942.3,11254.2,7881.8,7224.6,3851.5
Joker,10584.4,7229.6,9340.5,6803.0,11511.2,12503.6,11499.3,9440.6,11275.3,7183.4,11384.3,12011.3,11469.0,8105.8,11604.2,8694.7,9221.3,11104.2,11280.6,1563.9,11871.4,11475.6,10706.5,8706.2,11479.1,6800.2,6006.9,8112.2,6736.2,11497.3,10587.1,8691.5,11202.7,10694.9,9229.3,6691.2,11466.1,8107.3,8970.3,10237.0,8549.3,8825.4,11327.4,8917.2,6792.9,11503.5,531.8,520.0,6541.8,6803.7,13090.1,7653.8,7211.1,8549.8,8885.1,1996.8,6789.7,13693.6,0.0,9468.1,8117.4,6720.4,11380.7,11512.6,6005.8,9239.5,11703.1,11301.9,10683.8,7528.3,11278.3,11235.0,10686.0,11346.7,10864.5,7423.7,2689.3,8089.2,11757.5,11465.6,7846.2,11020.2,11521.6,10787.8,13133.7,4530.0,11175.8,10706.7,6677.2,11498.7,9109.8,11430.6,8540.3,9119.2,11022.6,12249.7,11180.5,10710.2,11434.7,10774.5,10741.9,10746.1,4411.2,8883.1,8570.7,7178.0,11494.0,11480.8,11411.8,9971.1,11752.6,11466.8,10247.0,8491.6,8957.0,6556.4,11081.4,8162.6,10658.3,7957.0,7380.7,8165.3,7926.3,10906.7,10725.2,10523.9,6689.7,11567.3,7419.7,7426.7,7426.1,7322.4,7322.4,10237.8,9265.9,10655.7,8136.9,8058.6,11487.4,8684.0,6105.6,6711.9,11364.1
Joker Åram,7909.0,12292.4,10057.0,6442.0,8835.8,9978.5,8823.9,9240.9,8599.9,12246.2,8859.2,9335.9,8793.6,4922.2,8928.8,5511.1,9500.0,8167.8,8605.2,8883.0,9744.2,8800.2,8031.1,9938.1,8803.7,5799.5,5255.7,4928.6,5762.5,8821.9,7911.7,5507.9,8527.3,8019.5,9433.0,5712.5,8790.7,4923.7,5401.9,7670.8,1079.1,5641.8,8652.0,5348.8,6765.9,8828.1,9875.7,9907.7,5491.5,6776.7,10565.0,4323.0,12273.9,3518.5,3163.3,8422.9,6762.7,11168.5,9478.1,0.0,4933.8,5719.7,8705.3,9245.0,5254.6,9468.2,9027.7,8626.5,8008.4,4197.5,8602.9,8559.6,8028.2,8671.3,7928.1,10297.0,7752.1,4905.6,9082.1,8790.2,4277.8,8083.8,8846.2,8112.4,11208.7,5107.8,8500.4,8031.3,5728.1,8823.3,3504.0,8755.2,5356.7,5550.8,8347.2,9574.3,9147.4,8034.8,8759.3,8099.1,8066.5,8070.7,5123.0,13341.4,2626.3,12240.8,8818.6,8805.4,8736.4,12117.5,9077.2,8791.4,7571.6,1021.4,5388.6,5506.1,8145.0,4831.8,7982.9,4773.4,10254.0,4981.7,6952.6,8231.3,8049.8,7848.5,5703.2,8891.9,10293.0,10300.0,10299.4,10195.7,10195.7,7671.6,9532.0,7980.3,4953.3,4875.0,8812.0,849.4,5173.2,5730.2,8688.7
