,Depot,"Spjelkavik, 6010 Ålesund",APOTEKERGATA 5,"Parkgata 2, 6003 Ålesund",Alnes Fyr og opplevelsessenter,Anno,Atlanterhavsparken,"Tennfjord, 6264 Tennfjord","Ålesund, 6002 Ålesund",Blindheim omsorgssenter,"Valderøy, 6050 Valderøya",Brooklyn - 24 / 26,Bunnpris Brattvåg,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,Bunnpris Nørve,Bunnpris Oldeide,Bunnpris Sjøholt,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy","Eidsgata 12, 6770 Nordfjordeid","Volda, 6100 Volda","Dregesvegen 2, 6200 Stranda","Ålesund, 6008 Ålesund",Ebbegarden barnehage,"Eidet, 6008 Ålesund",Ellingsøy barnehage,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Brattvåg, 6270 Brattvåg","Grodås, 6698 Hornindal",Felleskjøpet Stryn,Felleskjøpet Ålesund,"Nordfjordeid, 6770 Nordfjordeid","Nordfjordeid, 6770 Nordfjordeid","Valderhaug, 6050 Valderøya","Hatlahaugen, Ålesund","Gate 1, 6718 Deknepollen","Hellesylt, 6218 Hellesylt",Helsehuset Stella Maris,"Sjukehusveien 14, 6770 Nordfjordeid",Isehaug kafeteria,"Haramsøya, 6270 Brattvåg",Godøya post i butikk,Joker Hjelledalen,Joker Stordal,Joker Tomrefjord,Joker Vatne,Vigra post i butikk,"Ulsteinvik, 6065 Ulsteinvik",Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,"Eggesbønes, 6008 Ålesund",Kiwi Deknepollen,NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",Matstova,Meny Fosnavåg,LERSTADVEGEN 291,"Sula, 6030 Langevåg",minibakeriet,"Måløy, 6700 Måløy","Valldal, 6210 Valldal","Måløy, 6700 Måløy",Naustet Grill,"Innviksvegen, 6793 Innvik","Skateflukaia, 6002 Ålesund",Nordfjord hotell,Nørve barnehage,Obs Bygg Digernes,"Oldeide, 6718 Deknepollen",Quality Hotel Ulstein,KONGENS GATE 6,"Remmemsvik, 6264 Tennfjord","Langelandsvegen 47, 6010 Ålesund","Storgata 16, 6002 Ålesund",Sjøbua,"Sjøholt, 6240 Sjøholt",Sjøkanten Café,Skodje barnehage,"Stranda, 6200 Stranda",SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spjelkavikvegen 61,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,"Keiser Wilhelms gate 29, 6003 Ålesund",Spjelkavik omsorgssenter,"Ålesund lufthavn, 6040 Vigra",St1 Ulsteinvik,St1 Vestnes,St1 Ørskog,Stette barnehage,"Strandafjellet, 6200 Stranda","Stryn, 6783 Stryn","Vigra, 6040 Vigra",Sylteormen bakeri og kafe,Mai Thai Massage,Trankokeriet Antikk,"Longva, 6264 Tennfjord","Vestnes, 6390 Vestnes","Ålesund, 6002 Ålesund",St1 Valldal,Valldal sjukeheim,Valle barnehage,Vartdal helsetun,Vigra barnehage,"Vigra, 6040 Vigra",Volda Campus SpareBank 1 Arena,"Ålesund, 6003 Ålesund",Åse helsehus
Spar Hornindal,89087.7,92194.2,103347.8,103547.0,122339.0,103235.4,106586.7,118384.4,103410.6,90296.7,105837.3,102846.1,128179.1,68168.6,36480.5,77328.9,100685.9,91433.8,114020.3,22592.4,103241.1,67903.9,112670.7,74338.9,115127.1,93084.8,35509.3,43543.4,106707.0,35892.1,34599.2,56126.2,100683.2,94105.3,101060.6,107029.6,90163.7,77267.1,98995.7,92104.6,84189.2,114003.9,42941.5,103149.5,128097.6,15797.9,22777.8,93103.9,36263.9,36007.4,114608.7,101192.5,89931.0,27760.3,117071.3,36080.0,22802.0,146584.4,117829.7,51585.9,75323.9,140866.4,117257.7,121010.5,68223.0,43197.7,102371.9,108536.6,34423.8,84024.6,105691.4,100829.2,92030.0,99493.7,86941.2,97870.1,96195.5,93126.1,55769.3,22586.2,67897.3,103187.7,64479.9,94958.0,103768.8,93414.2,116923.9,35788.4,96645.8,92410.1,42808.6,42846.8,83216.6,95549.2,95603.5,36262.1,89967.7,74694.8,89927.5,35420.8,67735.6,104501.5,35716.5,99595.0,106721.9,95497.0,67855.3,103072.6,159331.9,111450.0,103236.6,103542.5,107690.7,36462.7,109683.4,55781.5,85639.6,117541.3,81607.1,0.0,41766.0,95609.0,91863.6,55226.7,134342.6,102315.1,68903.2,74712.5,62971.9,34720.5,94383.5,103472.0,92406.7,117341.5,68529.1,116969.4,113778.4,112398.3,56100.4,22776.6,119279.4,74709.6,103494.6,103685.3,159304.2,117821.9,102726.8,74735.3,74982.8,102765.2,66710.8,119797.4,119941.9,34460.6,102054.4,94687.9
Spar Hovdebygda,49705.5,52812.0,63965.6,64164.8,82956.9,63853.2,67204.5,78962.0,64028.4,50914.6,66455.1,63464.0,88756.6,98048.7,67117.5,39641.8,61303.7,121313.9,81583.4,64233.0,63859.0,30216.8,73288.6,111888.5,75704.6,53702.7,6327.8,3886.1,67284.5,66529.2,7382.7,93675.8,61301.1,55260.0,61678.5,67647.4,50781.5,39580.0,59613.6,52722.4,56782.0,74621.7,3324.5,63767.3,88675.2,25964.1,64418.3,53721.8,66901.0,66644.5,75226.6,61810.4,119811.1,65309.9,107362.4,66717.1,64442.6,107162.0,78447.5,93226.5,100403.3,101443.9,77835.3,81628.4,30535.9,3540.4,62989.8,73361.9,7883.7,56617.5,66309.3,61447.0,52647.9,60111.6,116821.3,58487.9,52940.4,53744.0,93318.9,64226.8,30210.2,63805.5,26792.8,55575.8,64386.7,54032.1,107215.0,65668.5,57263.6,53027.9,3636.1,84487.4,45529.5,56167.1,56221.4,66899.2,119847.8,112244.4,119807.6,6398.8,109376.1,65119.3,66353.6,60212.9,67299.5,125377.1,30168.2,63690.5,119909.5,72067.9,63854.4,64160.3,75253.7,67099.8,72569.2,93331.1,46257.4,78159.2,43920.0,41757.6,0.0,56226.8,52481.5,92776.2,94920.2,109121.2,31216.1,112262.0,23589.7,7098.4,55001.4,64089.9,53024.6,77959.4,30842.0,107260.5,81341.5,72975.8,93650.0,64417.2,79897.2,112259.2,64112.5,64303.1,119881.8,108113.0,63344.7,112284.9,112532.4,70740.8,27328.7,80415.3,80559.8,7467.8,62672.3,55305.7
Spar Langevåg,13613.0,16719.5,27873.1,28072.3,46864.4,27760.7,31112.0,42869.5,27935.9,14822.1,30362.6,27371.5,52664.1,110579.6,121019.9,22556.7,25211.2,133368.6,45490.8,118135.3,27766.4,32728.8,37196.0,89979.3,39612.1,2604.8,62202.8,53073.3,31192.0,120431.5,63257.7,62546.9,25208.6,19167.5,25586.0,31554.9,14689.0,22416.8,23521.0,16629.9,28766.2,38529.2,53058.3,27674.8,52582.6,79866.5,118320.7,17629.3,120803.3,120546.8,39134.0,25717.9,131865.8,84964.3,71269.9,120619.4,118344.9,71069.5,42355.0,147128.8,64310.8,65351.4,41742.8,45535.8,32853.1,52763.3,26897.3,37269.4,63758.7,28974.0,30216.7,25354.5,16555.4,24019.0,128876.0,22395.4,16847.9,2646.1,62190.0,118129.1,32722.2,27713.0,41523.5,664.0,28294.1,17939.6,71122.5,119570.8,21171.1,16935.4,52855.7,138389.7,60260.2,20074.6,396.5,120801.5,131902.5,90335.2,131862.3,62273.8,163278.5,29026.8,120255.9,24120.4,31207.0,137431.7,34104.0,27598.0,83817.0,35975.4,27761.9,28067.8,39161.2,121002.1,36476.7,62202.2,10164.9,42066.7,58650.8,95660.0,56267.8,0.0,16389.0,60759.1,58827.7,73028.7,31650.5,90352.8,32694.0,62973.5,18908.9,27997.3,16932.1,41866.9,33492.8,71168.0,45248.9,36883.3,62032.2,118319.5,43804.7,90349.9,28019.9,28210.6,83789.2,72020.5,27252.2,90375.7,90623.1,34648.3,29092.7,44322.8,44467.2,63342.9,26579.7,19213.2
Spjelkavikvegen 61,5632.3,1260.6,12414.2,12613.4,31405.4,12301.8,15653.1,26451.8,12477.0,3631.9,14903.7,11912.6,36246.4,111279.8,117307.8,23256.9,9752.3,134068.8,29073.1,114423.2,12307.5,33429.0,21737.1,73561.6,23194.4,13873.9,58490.8,49361.2,14774.3,116719.4,59545.6,51356.7,9749.7,7977.3,10127.1,16096.0,3498.9,23117.0,8062.1,1171.0,17576.1,23070.3,49346.2,12215.9,36164.9,76154.4,114608.6,2170.4,117091.2,116834.7,23675.1,10259.0,132565.9,73774.1,54852.2,116907.3,114632.9,54651.8,26896.1,143593.5,47893.1,48933.7,25325.1,30076.9,33553.3,49051.2,11438.4,20851.7,60046.6,17783.9,14757.8,9895.6,166.4,8560.1,129576.2,6936.5,5657.8,13915.2,50999.8,114417.0,33422.4,12254.1,42223.7,15747.0,12835.2,1603.8,54704.8,115858.7,5712.2,1280.7,49143.6,134677.6,60960.4,4615.7,16392.6,117089.4,132602.6,73917.5,132562.5,58561.7,159566.4,13567.9,116543.8,8661.5,14789.3,138131.9,34804.2,12139.1,67399.3,20516.5,12303.0,12608.9,22743.5,117290.0,20059.0,51012.1,6239.2,26607.8,59350.9,91947.9,52555.7,16398.0,0.0,49568.9,42410.0,56611.0,32350.7,73935.1,28981.9,59261.4,3450.0,12538.4,1277.4,26408.0,34192.9,54750.3,28831.2,20465.6,50842.0,114607.4,28345.8,73932.2,12561.0,12751.7,67371.5,55602.8,11793.3,73958.0,74205.4,18230.6,25380.6,28863.9,29008.3,59630.8,11120.8,3754.3
Spar Svingen,50306.2,49810.4,60964.0,61163.2,79955.2,60851.6,64202.8,66418.9,61026.8,46810.5,63453.5,60462.3,76213.6,123295.7,91607.5,67930.8,58302.1,146560.8,62054.8,77719.4,60857.3,78102.9,70286.9,20655.2,63161.6,58547.8,86504.3,94538.4,54741.5,91019.2,85594.2,2442.5,58299.4,42139.8,58676.8,64645.8,46454.5,67790.9,56611.9,49720.8,32223.7,71620.1,93936.6,60765.6,76132.1,66792.9,77904.8,50720.1,91390.9,91134.5,72224.9,58808.7,145058.0,27466.4,63387.6,91207.1,77929.1,94619.0,75445.9,106712.9,21640.2,88900.9,65292.2,78626.7,78227.2,94192.7,59988.1,56571.1,85418.8,32059.2,63307.6,58445.3,49646.2,57109.9,142068.3,55486.3,44230.0,58589.1,2085.6,77713.2,78096.3,60803.9,115474.9,60420.9,61385.0,51030.4,63240.2,90915.4,54261.9,50026.3,93803.6,97973.8,134211.6,53165.4,61066.5,91389.1,145094.7,21011.1,145054.5,86415.8,122862.6,62117.7,90843.6,57211.2,54756.5,150624.0,79478.1,60688.8,107366.5,69066.2,60852.7,61158.6,55725.2,91589.7,57717.9,2097.8,50913.1,71738.2,132602.1,55244.1,92761.0,61071.9,49479.8,0.0,82377.2,48631.4,77024.6,21028.7,62983.3,85715.6,51999.7,61088.2,50022.9,74957.7,78866.8,63285.7,61812.9,60432.8,1285.4,77903.7,76895.6,21025.9,61110.8,61301.5,107338.7,64138.2,60343.0,21051.6,21299.0,50799.7,59382.0,77413.6,77558.1,85455.6,59670.6,52304.0
Spar Søvik,47989.0,43272.7,53117.4,53316.6,64765.8,53005.0,56356.2,22924.2,53180.2,45988.7,55606.9,52615.7,16207.9,153636.5,159664.5,65613.6,49999.9,176425.5,40102.6,156947.4,53010.7,75785.7,55097.5,84591.1,19666.9,56230.7,100847.5,91717.9,28254.0,159076.2,101902.4,84276.9,49997.2,46343.0,50374.7,47286.8,45855.6,65473.7,48309.7,42582.2,50496.3,56430.7,91703.0,52919.0,16463.4,118511.1,157132.8,42417.9,159447.9,159191.5,57035.5,50506.5,174922.7,106694.3,57857.9,159264.1,157157.0,12253.1,60256.5,154623.0,58922.6,45406.2,21797.5,63437.3,75910.0,91407.9,52141.5,30014.2,102403.4,50704.1,55461.0,50143.2,42368.4,48807.7,171932.9,47593.2,48014.5,56271.9,83920.0,156941.2,75779.1,52957.3,84580.5,58103.8,53538.4,41301.0,57710.5,158215.5,47007.4,42185.3,91500.4,163400.3,103317.1,45272.3,58749.3,159446.2,174959.4,84947.0,174919.2,100918.5,202090.6,54271.1,158900.6,48909.1,28269.0,180488.7,77160.9,52842.2,25000.6,42569.0,53006.1,53312.1,33773.0,159646.8,29221.5,83932.3,48595.9,36218.0,101707.7,134472.1,94912.5,58754.8,42474.7,82489.2,0.0,67640.5,74707.4,84964.6,71338.6,101618.1,44658.2,53241.6,42256.3,59768.3,76549.7,57756.1,39860.7,24912.6,83762.2,157131.6,61706.2,84961.7,53264.2,53454.9,24972.8,57461.9,52496.4,84987.5,85234.9,32203.9,67737.3,62224.2,62368.7,101987.5,51824.4,45333.7
Spar Tresfjord,62365.2,57648.9,67038.0,67237.2,86029.2,66925.6,70276.8,51711.7,67100.8,60364.9,69527.5,66536.3,61506.4,170362.9,138674.7,79989.8,64376.1,190801.7,27810.9,124786.6,66931.3,90161.9,76360.9,52741.4,48454.4,70606.8,115223.7,106094.1,42843.7,138086.4,116278.6,46933.2,64373.4,53485.8,64750.8,68099.8,57800.5,79849.9,62685.9,56958.4,57639.1,77694.1,106079.2,66839.6,61424.9,132887.3,124972.0,56794.1,138458.1,138201.7,78298.9,64882.7,189298.9,74533.6,12565.5,138274.3,124996.3,79911.8,81519.9,122773.3,27072.9,24495.7,48452.7,84700.7,90286.2,105784.1,66062.1,37697.2,116779.6,57846.9,69381.6,64519.3,56744.5,63183.9,186309.1,61969.3,55576.0,70648.1,46796.4,124780.4,90155.3,66877.9,98956.6,72480.0,67459.0,55677.2,12418.2,137982.6,61383.6,56561.4,105876.5,131550.6,117693.3,59648.5,73125.5,138456.4,189335.6,53097.3,189295.4,115294.7,169929.8,68191.7,137910.8,63285.2,42858.6,194864.9,91537.1,66762.8,92659.3,63382.0,66926.7,67232.7,36389.3,138657.0,38844.0,46588.6,62972.1,57031.0,116083.9,102311.3,109288.6,73130.9,56850.9,48610.2,67670.0,0.0,89083.6,53114.9,85714.8,115994.3,59034.4,67162.2,56632.4,81031.7,90925.9,12463.7,27881.7,45725.6,47539.9,124970.9,82969.6,53112.0,67184.8,67375.5,92631.5,13316.1,66417.0,53137.8,53385.2,39346.8,82113.5,83487.6,83632.1,116363.7,65744.6,59709.9
Spar Ulsteinvik,29893.5,33000.0,44153.6,44352.8,63144.8,44041.2,47392.4,59149.9,44216.4,31102.5,46643.1,43651.9,68944.6,80164.9,94177.4,9694.1,41491.7,102953.9,61771.3,91292.9,44046.9,1726.2,53476.5,106259.7,55892.6,29485.9,33387.7,33661.4,47472.5,93589.1,34442.6,78827.3,41489.0,35447.9,41866.4,47835.4,30969.5,9632.3,39801.5,32910.4,45046.7,54809.7,33099.7,43955.3,68863.1,53024.1,91478.3,33909.7,93960.9,93704.4,55414.5,41998.3,101451.0,92369.8,87550.3,93777.0,91502.5,87349.9,58635.5,120286.4,80591.3,81631.9,58023.2,61816.3,1291.5,33315.6,43177.7,53549.9,34943.6,45254.5,46497.2,41634.9,32835.8,40299.5,98461.3,38675.9,33128.4,29527.2,78470.4,91286.7,1719.6,43993.5,11108.8,31359.1,44574.6,34220.0,87403.0,92728.4,37451.6,33215.9,33411.4,111547.3,29845.5,36355.0,32004.6,93959.1,101487.7,106615.6,101447.6,33458.7,136436.1,45307.3,93413.5,40400.8,47487.4,107017.0,1865.7,43878.4,100097.4,52255.8,44042.3,44348.3,55441.7,94159.7,52757.1,78482.7,26445.3,58347.1,28236.1,68817.6,31270.5,32010.0,32669.4,77039.5,75108.1,89309.2,0.0,106633.3,53365.0,34158.4,35189.3,44277.8,33212.5,58147.3,1931.1,87448.5,61529.4,53163.8,78312.6,91477.1,60085.2,106630.4,44300.4,44491.1,100069.7,88300.9,43532.6,106656.1,106903.6,50928.8,57103.9,60603.2,60747.7,34527.7,42860.2,35493.7
Spar Valldal,79684.2,74967.9,84356.9,84556.1,103348.2,84244.6,87595.8,69030.7,84419.7,77683.8,86846.4,83855.3,78825.3,142780.0,111091.9,97308.8,81695.0,166045.2,45129.8,107601.5,84250.3,107480.9,93679.9,419.7,65773.3,87925.8,105988.6,123413.1,60162.6,110503.5,105078.6,19350.4,81692.4,70804.8,82069.8,85418.8,75119.5,97168.9,80004.9,74277.3,52577.3,95013.0,123398.1,84158.6,78743.9,86277.2,107834.6,74113.1,110875.3,110618.8,95617.9,82201.7,164542.4,46950.7,67863.3,110691.4,107599.3,97230.7,98838.8,78516.2,26115.9,79793.5,67904.0,102019.7,107605.2,123103.1,83381.1,55016.1,104903.2,52412.7,86700.6,81838.3,74063.5,80502.9,161552.6,79288.3,72895.0,87967.1,19213.5,107656.7,107474.3,84196.8,116275.6,89798.9,84778.0,72996.2,67715.9,110399.8,78702.6,73880.4,123195.5,87293.5,135012.3,76967.5,90444.5,110873.5,164579.1,17.6,164538.9,105900.2,153107.3,85510.6,110327.9,80604.2,60177.6,170108.4,108856.1,84081.8,109978.2,80700.9,84245.7,84551.6,53708.3,111074.1,56163.0,19005.8,80291.1,74349.9,133402.9,74728.5,112245.4,90449.9,74169.9,21027.3,84988.9,53107.1,106402.6,0.0,103033.8,105199.9,76353.4,84481.2,73951.4,98350.7,108244.8,67761.4,45200.7,63044.6,19957.0,107417.3,100288.5,55.4,84503.8,84694.4,109950.5,68613.9,83736.0,81.2,469.0,56665.7,99432.5,100806.6,100951.1,104940.0,83063.6,77028.8
Spar Vartdal,26135.7,29242.2,40395.8,40595.0,59387.0,40283.4,43634.7,55392.1,40458.6,27344.7,42885.3,39894.2,65186.8,119277.0,88345.8,61746.7,37733.9,142542.1,58013.5,85461.2,40289.1,52321.7,49718.7,102502.0,52134.8,30132.9,29528.8,20399.2,43714.7,87757.4,30583.6,64780.4,37731.2,31690.1,38108.7,44077.6,27211.7,61684.9,36043.7,29152.6,33212.2,51051.9,20384.2,40197.5,65105.3,47192.4,85646.6,30151.9,88129.2,87872.7,51656.7,38240.5,141039.3,86538.1,83792.6,87945.3,85670.9,83592.2,54877.7,114454.7,76833.5,77874.1,54265.4,58058.5,52640.9,20089.2,39419.9,49792.1,31084.6,33047.6,42739.4,37877.2,29078.1,36541.7,138049.6,34918.1,29370.6,30174.1,64423.6,85455.0,52315.1,40235.7,48897.7,32006.0,40816.8,30462.2,83645.2,86896.7,33693.8,29458.1,20181.6,105715.6,67634.4,32597.3,32651.5,88127.4,141076.0,102857.9,141035.8,29599.7,130604.4,41549.5,87581.8,36643.1,43729.6,146605.3,52273.2,40120.7,96339.7,48498.0,40284.6,40590.5,51683.9,88328.0,48999.4,64435.8,22687.6,54589.4,66025.0,62985.9,23593.7,32657.0,28911.7,62992.7,71350.4,85551.4,53321.1,102875.5,0.0,30299.4,31431.6,40520.0,29454.7,54389.5,52946.9,83690.7,57771.6,49406.0,64265.7,85645.4,56327.4,102872.6,40542.6,40733.3,96311.9,84543.1,39774.8,102898.4,103145.8,47171.0,3758.8,56845.4,56989.9,30668.8,39102.4,31735.9
Spar Volda,56431.7,59538.2,70691.8,70891.0,89683.0,70579.4,73930.6,85688.1,70754.6,57640.7,73181.3,70190.1,95482.8,91018.1,60086.8,42627.7,68029.9,114283.2,88309.5,57202.3,70585.1,33202.7,80014.7,104857.8,82430.8,60428.8,1469.4,10612.3,74010.7,59498.5,422.6,86645.1,68027.2,61986.1,68404.6,74373.6,57507.7,42565.9,66339.7,59448.6,63508.2,81347.9,10050.6,70493.4,95401.3,18933.5,57387.7,60447.9,59870.3,59613.8,81952.7,68536.5,112780.4,58279.2,114088.5,59686.4,57411.9,113888.1,85173.7,86195.8,107129.5,108170.1,84561.4,88354.5,33521.8,10266.5,69715.9,80088.1,853.0,63343.6,73035.4,68173.1,59374.0,66837.7,109790.6,65214.1,59666.6,60470.1,86288.2,57196.1,33196.1,70531.7,29778.7,62302.0,71112.8,60758.2,113941.1,58637.8,63989.7,59754.1,10362.2,77456.7,48515.4,62893.2,62947.5,59868.5,112817.1,105213.7,112776.9,1557.8,102345.5,71845.5,59322.9,66939.0,74025.6,118346.4,33154.1,70416.6,126635.6,78794.0,70580.5,70886.4,81979.9,60069.1,79295.3,86300.4,52983.5,84885.3,46905.9,34727.0,7064.8,62952.9,59207.6,85745.6,101646.3,115847.4,34202.0,105231.4,30315.9,0.0,61727.5,70816.0,59750.7,84685.5,33827.9,113986.7,88067.6,79702.0,86619.3,57386.5,86623.4,105228.5,70838.6,71029.3,126607.9,114839.1,70070.8,105254.2,105501.7,77467.0,34054.8,87141.4,87285.9,811.8,69398.4,62031.8
Øvre Geilegrend 1,8074.4,2395.6,9787.4,9986.6,28778.6,9675.0,13026.3,28847.2,9850.2,6074.1,12276.9,9285.8,38641.8,113721.9,119749.9,25699.0,7125.5,136510.9,31468.6,116865.3,9680.7,35871.1,19110.3,75957.0,25589.8,16316.0,60932.9,51803.3,17169.7,119161.5,61987.8,53798.8,7122.8,10419.4,7500.3,13469.2,5941.0,25559.1,5435.3,2539.9,20018.2,20443.5,51788.4,9589.1,38560.4,78596.5,117050.7,3607.0,119533.3,119276.8,21048.3,7632.1,135008.1,76216.2,57247.6,119349.5,117075.0,57047.2,24269.3,145989.0,50288.5,51329.1,27720.5,27450.1,35995.4,51493.3,8811.5,23247.1,62488.7,20226.0,12131.0,7268.8,3292.1,5933.3,132018.3,4199.3,8099.9,16357.3,53442.0,116859.1,35864.5,9627.3,44665.8,18189.2,10208.4,3783.5,57100.2,118300.8,2974.9,2947.4,51585.7,137119.7,63402.5,1878.4,18834.7,119531.5,135044.8,76312.9,135004.6,61003.9,162008.5,10941.1,118985.9,6034.7,17184.7,140574.0,37246.3,9512.3,69794.7,17889.6,9676.2,9982.1,25138.9,119732.1,22454.4,53454.2,8681.3,23981.0,61793.1,94390.0,54997.8,18840.1,3463.5,52011.1,44805.4,59006.4,34792.8,76330.6,31424.0,61703.5,0.0,9911.6,2800.5,23781.1,36635.0,57145.7,31226.7,22861.0,53284.1,117049.6,25719.0,76327.7,9934.2,10124.9,69766.9,57998.2,9166.4,76353.4,76600.9,20626.0,27822.7,26237.0,26381.5,62072.9,8494.0,1098.6
"Keiser Wilhelms gate 29, 6003 Ålesund",17233.0,11374.8,106.8,209.7,22168.9,219.2,3573.2,37386.4,365.9,15232.6,2823.8,771.0,47181.0,122880.5,128908.4,34857.5,3309.8,145669.4,39710.4,126023.9,337.7,45029.7,12500.6,84198.8,34129.1,25474.6,70091.4,60961.9,25411.5,128320.1,71146.3,62957.4,3112.0,19578.0,3286.3,6859.5,15099.6,34717.7,5466.0,11636.2,29176.7,13833.8,60946.9,847.2,47099.6,87755.1,126209.3,11131.3,128691.9,128435.4,14438.6,3418.1,144166.6,85374.8,65489.4,128508.0,126233.5,65586.4,17659.6,154230.8,58530.3,59868.4,36259.7,20840.4,45154.0,60651.9,1163.0,31488.9,71647.3,29384.6,2678.0,3453.1,12314.0,5964.0,141176.9,5887.9,17258.4,25515.9,62600.5,126017.7,45023.1,420.7,53824.4,27347.7,834.6,11611.1,65342.0,127459.4,7528.9,11429.2,60744.3,146278.3,72561.1,8312.6,27993.2,128690.1,144203.3,84554.7,144163.1,70162.4,171167.1,830.6,128144.5,4576.9,25426.5,149732.6,46404.8,920.4,78333.9,11280.0,1084.3,205.1,33380.7,128890.7,30696.2,62612.8,17839.9,17371.3,70951.6,103548.6,64156.4,27998.7,12622.1,61169.6,53344.6,67248.2,43951.3,84572.4,40582.6,70862.1,9692.2,0.0,11500.2,17171.5,45793.6,65387.5,39468.5,29001.2,62442.7,126208.1,19109.3,84569.5,157.3,348.0,78306.2,66240.0,778.6,84595.2,84842.7,28867.9,36981.3,19627.4,19771.8,71231.4,1801.5,9206.3
Spjelkavik omsorgssenter,6148.3,1430.5,11390.0,11589.2,30381.2,11277.6,14628.9,26386.4,11452.8,4147.9,13879.5,10888.4,36181.0,111795.8,117823.8,23772.9,8728.1,134584.8,29007.7,114939.2,11283.3,33945.0,20712.9,73496.2,23129.0,14389.9,59006.7,49877.2,14708.9,117235.4,60061.6,51872.7,8725.5,8493.3,9102.9,15071.8,4014.9,23633.0,7037.9,739.9,18092.1,22046.1,49862.2,11191.7,36099.5,76670.4,115124.6,1146.2,117607.2,117350.7,22650.9,9234.8,133081.9,74290.1,54786.8,117423.3,115148.8,54586.4,25871.9,143528.1,47827.7,48868.3,25259.6,29052.7,34069.3,49567.2,10414.2,20786.3,60562.6,18299.9,13733.6,8871.4,1227.8,7535.9,130092.2,6321.4,6173.8,14431.2,51515.8,114933.0,33938.4,11229.9,42739.7,16263.0,11811.0,1456.5,54639.4,116374.7,5165.2,343.0,49659.6,135193.6,61476.4,4000.5,16908.6,117605.4,133118.6,73852.1,133078.5,59077.7,160082.4,12543.7,117059.8,7637.3,14723.9,138647.9,35320.2,11114.9,67333.9,19492.3,11278.8,11584.7,22678.1,117806.0,19993.6,51528.1,6755.2,25583.6,59866.9,92463.9,53071.7,16914.0,1334.1,50084.9,42344.6,56545.6,32866.7,73869.7,29497.9,59777.4,2816.0,11514.2,0.0,25383.8,34708.9,54684.9,28765.8,20400.2,51358.0,115123.4,27321.6,73866.8,11536.8,11727.5,67306.1,55537.4,10769.0,73892.6,74140.0,18165.2,25896.6,27839.7,27984.1,60146.8,10096.6,3491.4
"Ålesund lufthavn, 6040 Vigra",31178.2,25320.0,17033.2,17232.4,19208.8,16920.8,20272.0,43794.0,17096.0,29177.9,19522.7,16531.5,53588.7,136825.7,142853.7,48802.8,17255.0,159614.7,53655.6,139969.1,16926.5,58974.9,8044.3,98144.1,40536.7,39419.8,84036.7,74907.1,39356.8,142265.4,85091.6,76902.7,17057.3,33523.3,17231.5,13267.1,29044.8,48662.9,19411.3,25581.5,43122.0,6873.2,74892.2,16834.8,53507.2,101700.3,140154.5,25076.5,142637.1,142380.6,11478.5,17363.4,158111.9,99320.1,79434.7,142453.3,140178.8,71994.1,14699.4,168176.0,72475.6,66276.0,42667.3,3669.0,59099.2,74597.1,16057.3,42887.2,85592.6,43329.8,19376.8,17398.3,26259.2,19909.3,155122.1,19833.1,31203.7,39461.1,76545.8,139962.9,58968.3,16873.1,67769.7,41293.0,17454.2,25556.4,79287.3,141404.6,21474.2,25374.4,74689.5,160223.5,86506.3,22257.9,41938.5,142635.3,158148.6,98500.0,158108.4,84107.7,185112.3,18186.9,142089.8,18522.2,39371.8,163677.9,60350.1,16758.0,84741.6,17687.6,16921.9,17227.9,47326.0,142835.9,42094.5,76558.0,31785.1,23778.9,84896.9,117493.8,78101.6,41943.9,26567.3,75114.9,59752.3,81193.5,57896.6,98517.6,54527.8,84807.3,23637.4,17157.4,25445.5,0.0,59738.9,79332.8,53413.7,35408.9,76387.9,140153.4,1937.9,98514.7,17180.0,17370.7,84713.8,80185.2,16412.2,98540.5,98787.9,42813.1,50926.5,2455.9,2600.4,85176.7,15740.2,23151.6
