,Depot,"Spjelkavik, 6010 Ålesund",APOTEKERGATA 5,"Parkgata 2, 6003 Ålesund",Alnes Fyr og opplevelsessenter,Anno,Atlanterhavsparken,"Tennfjord, 6264 Tennfjord","Ålesund, 6002 Ålesund",Blindheim omsorgssenter,"Valderøy, 6050 Valderøya",Brooklyn - 24 / 26,Bunnpris Brattvåg,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,Bunnpris Nørve,Bunnpris Oldeide,Bunnpris Sjøholt,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy","Eidsgata 12, 6770 Nordfjordeid","Volda, 6100 Volda","Dregesvegen 2, 6200 Stranda","Ålesund, 6008 Ålesund",Ebbegarden barnehage,"Eidet, 6008 Ålesund",Ellingsøy barnehage,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Brattvåg, 6270 Brattvåg","Grodås, 6698 Hornindal",Felleskjøpet Stryn,Felleskjøpet Ålesund,"Nordfjordeid, 6770 Nordfjordeid","Nordfjordeid, 6770 Nordfjordeid","Valderhaug, 6050 Valderøya","Hatlahaugen, Ålesund","Gate 1, 6718 Deknepollen","Hellesylt, 6218 Hellesylt",Helsehuset Stella Maris,"Sjukehusveien 14, 6770 Nordfjordeid",Isehaug kafeteria,"Haramsøya, 6270 Brattvåg",Godøya post i butikk,Joker Hjelledalen,Joker Stordal,Joker Tomrefjord,Joker Vatne,Vigra post i butikk,"Ulsteinvik, 6065 Ulsteinvik",Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,"Eggesbønes, 6008 Ålesund",Kiwi Deknepollen,NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",Matstova,Meny Fosnavåg,LERSTADVEGEN 291,"Sula, 6030 Langevåg",minibakeriet,"Måløy, 6700 Måløy","Valldal, 6210 Valldal","Måløy, 6700 Måløy",Naustet Grill,"Innviksvegen, 6793 Innvik","Skateflukaia, 6002 Ålesund",Nordfjord hotell,Nørve barnehage,Obs Bygg Digernes,"Oldeide, 6718 Deknepollen",Quality Hotel Ulstein,KONGENS GATE 6,"Remmemsvik, 6264 Tennfjord","Langelandsvegen 47, 6010 Ålesund","Storgata 16, 6002 Ålesund",Sjøbua,"Sjøholt, 6240 Sjøholt",Sjøkanten Café,Skodje barnehage,"Stranda, 6200 Stranda",SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spjelkavikvegen 61,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,"Keiser Wilhelms gate 29, 6003 Ålesund",Spjelkavik omsorgssenter,"Ålesund lufthavn, 6040 Vigra",St1 Ulsteinvik,St1 Vestnes,St1 Ørskog,Stette barnehage,"Strandafjellet, 6200 Stranda","Stryn, 6783 Stryn","Vigra, 6040 Vigra",Sylteormen bakeri og kafe,Mai Thai Massage,Trankokeriet Antikk,"Longva, 6264 Tennfjord","Vestnes, 6390 Vestnes","Ålesund, 6002 Ålesund",St1 Valldal,Valldal sjukeheim,Valle barnehage,Vartdal helsetun,Vigra barnehage,"Vigra, 6040 Vigra",Volda Campus SpareBank 1 Arena,"Ålesund, 6003 Ålesund",Åse helsehus
Eurospar Sykkylven,1962.9,1858.2,2630.7,2659.2,3827.8,2620.4,3005.2,2864.7,2647.3,1719.4,2905.5,2575.8,3458.0,9336.8,7456.8,3984.8,2428.6,10838.8,2672.7,6606.9,2627.1,4707.3,3191.9,5207.6,2656.9,2499.5,4933.9,4322.9,2185.6,7355.0,5068.1,2223.4,2423.3,1363.1,2494.7,2855.4,1641.4,3974.7,2350.7,1842.9,0.0,3382.5,4276.0,2614.1,3447.5,5856.4,6647.0,1924.9,7426.9,7377.9,3397.7,2475.4,10715.0,3528.3,4148.2,7397.9,6645.5,4535.9,3443.2,8342.8,3913.5,4494.9,2847.7,3679.5,4728.8,4244.5,2528.7,2313.9,5093.4,35.2,2851.1,2449.9,1831.8,2426.3,10486.8,2383.0,1487.3,2509.3,2171.6,6604.9,4706.6,2613.6,5249.9,2665.0,2669.6,1935.8,4137.2,7406.6,2323.8,1854.7,4251.4,7831.9,6522.9,2170.6,2720.5,7416.5,10720.2,5235.5,10726.3,4942.0,10161.1,2744.6,7362.5,2418.0,2176.3,11113.0,4777.3,2604.0,5517.7,3159.3,2616.2,2649.6,2437.5,7463.9,2457.8,2174.0,1884.4,3131.0,6360.7,5278.5,4530.4,2726.2,1806.3,2028.0,3751.5,4423.9,4641.8,5239.8,3015.4,5032.7,2054.7,2652.8,1864.6,3393.8,4797.0,4150.0,2657.4,2505.2,2209.7,6624.4,3576.2,5238.7,2643.9,2664.8,5489.9,4246.5,2587.8,5231.7,5269.8,1948.7,2772.6,3620.4,3648.9,5033.6,2507.5,2099.0
Eurospar Valderøy,2070.0,1595.6,1049.2,1077.7,1260.2,1038.9,1423.7,2607.7,1065.8,1900.1,1324.0,994.3,3201.0,11321.2,9826.6,4091.9,1021.2,12775.8,3301.4,9625.5,1045.6,4814.4,204.1,6111.0,2399.9,2606.6,6262.2,5651.2,2416.4,9724.8,6396.4,5570.9,998.7,2141.0,1051.2,834.3,1863.3,4081.8,1159.7,1629.1,3384.6,0.0,5604.3,1032.6,3190.5,7343.7,9665.6,1601.8,9796.7,9747.7,830.1,1031.9,12652.0,6875.8,4776.9,9767.7,9664.1,4278.9,875.6,10874.1,4542.2,4237.9,2590.7,820.4,4835.9,5572.8,947.2,2589.7,6421.7,3419.8,1269.6,1042.5,1677.5,1235.3,12423.8,1198.4,1979.8,2616.4,5519.1,9623.5,4813.7,1032.1,5357.0,2772.1,1088.1,1624.1,4765.9,9719.7,1369.8,1590.0,5579.7,10850.5,6630.0,1329.0,2827.6,9786.3,12657.2,6138.9,12663.3,6270.3,13179.7,1163.1,9732.3,1158.5,2407.1,13050.0,4884.4,1022.5,5260.7,1138.2,1034.7,1068.1,3066.2,9833.7,2509.6,5521.5,1991.5,1436.8,6467.8,8297.1,5858.7,2833.3,1669.4,5375.5,3494.5,5052.6,4748.9,6143.2,4343.7,6361.0,1449.4,1071.3,1606.6,534.7,4904.1,4778.7,3286.1,2097.1,5557.2,9643.0,717.1,6142.1,1062.4,1083.3,5232.9,4875.2,1006.3,6135.1,6173.2,2619.1,4100.9,761.3,789.8,6361.9,913.5,1425.5
Eurospar Ørsta,3942.9,4068.7,4841.2,4869.7,6038.3,4830.9,5215.7,5572.2,4857.8,3982.4,5116.0,4786.3,6165.5,6084.4,4261.1,2655.5,4639.1,7586.4,5778.1,4060.0,4837.6,2050.7,5402.4,8587.7,5364.4,4213.2,702.5,131.7,4893.1,4159.3,836.7,5887.0,4633.8,4223.3,4705.2,5065.9,3945.6,2652.3,4561.2,4053.4,4276.9,5593.0,0.0,4824.6,6155.0,1778.2,4100.1,4135.4,4231.2,4182.2,5608.2,4685.9,7462.6,4115.5,7253.6,4202.2,4098.6,7243.4,5653.7,5795.9,7018.9,7202.4,5555.2,5890.0,2068.1,51.9,4739.2,5278.9,862.0,4287.1,5061.6,4660.4,4042.3,4636.8,7234.4,4593.5,4062.1,4223.0,5835.2,4058.0,2050.0,4824.1,1807.0,4378.7,4880.1,4146.3,7242.6,4154.2,4534.3,4065.2,60.3,5285.0,3080.0,4381.1,4434.2,4220.8,7467.8,8615.6,7473.9,710.6,7614.2,4955.1,4166.8,4628.5,4883.8,7860.6,2043.0,4814.5,8225.2,5369.8,4826.7,4860.1,5542.9,4268.2,5198.8,5837.6,3605.5,5668.4,2917.8,2731.6,299.0,4439.9,4016.8,5792.2,6459.0,7529.3,2126.1,8619.9,1284.8,801.3,4265.2,4863.3,4075.1,5604.3,2099.0,7255.4,5762.8,5212.7,5923.6,4077.5,5786.7,8618.8,4854.4,4875.3,8197.4,7351.9,4798.3,8611.8,8649.9,5095.8,1551.1,5830.9,5859.4,802.2,4718.0,4309.5
Rasmus Rønnebergs gate 21,1298.8,824.4,80.7,109.2,1489.5,70.4,455.2,2290.5,97.3,1128.9,355.5,55.8,2883.8,10550.0,9055.4,3320.7,250.0,12004.6,2530.2,8854.3,77.1,4043.2,853.6,5339.8,2082.7,1835.4,5491.0,4880.0,1645.2,8953.6,5625.2,4799.7,227.5,1369.8,280.0,517.1,1092.1,3310.6,388.5,857.9,2613.4,1044.2,4833.1,0.0,2873.3,6572.5,8894.4,830.6,9025.5,8976.5,1059.4,260.7,11880.8,6104.6,4005.7,8996.5,8892.9,3961.7,1104.9,10102.9,3771.0,3920.7,2273.5,1341.2,4064.7,4801.6,83.3,2031.0,5650.5,2648.6,301.1,271.3,906.3,464.1,11652.6,427.2,1208.6,1845.2,4747.9,8852.3,4042.5,48.1,4585.8,2000.9,119.6,852.9,3994.7,8948.5,598.6,818.8,4808.5,10079.3,5858.8,557.8,2056.4,9015.1,11886.0,5367.7,11892.1,5499.1,12408.5,194.6,8961.1,387.3,1635.9,12278.8,4113.2,47.2,4943.5,821.0,59.4,99.6,2295.0,9062.5,1950.9,4750.3,1220.3,1119.6,5696.6,7525.9,5087.5,2062.1,898.2,4604.3,3177.3,4281.4,3977.7,5372.0,3572.5,5589.8,678.2,102.8,835.4,1055.5,4132.9,4007.5,2514.9,1779.9,4786.0,8871.8,1237.9,5370.9,93.9,114.8,4915.7,4104.0,78.2,5363.9,5402.0,1847.9,3329.7,1282.1,1310.6,5590.7,147.9,654.3
"Brattvåg, 6270 Brattvåg",2622.5,2257.7,2872.3,2900.8,3635.2,2862.0,3246.8,1084.5,2888.9,2452.6,3147.1,2817.4,19.4,11873.7,10379.1,4644.4,2702.7,13328.3,2273.0,10018.3,2868.7,5366.9,2999.3,5082.6,876.7,3159.1,6814.7,6203.7,1398.0,10277.3,6948.9,5634.8,2697.4,2532.2,2768.8,2535.3,2415.8,4634.3,2624.8,2193.7,3448.5,3189.9,6156.8,2855.7,0.0,7896.2,10058.4,2199.0,10349.2,10300.2,3205.1,2749.5,13204.5,6939.7,3512.2,10320.2,10056.9,1391.9,3250.6,9845.7,3513.8,2714.7,1067.5,3486.9,5388.4,6125.3,2770.3,1536.1,6974.2,3483.7,3092.7,2724.0,2192.5,2700.4,12976.3,2661.5,2532.3,3168.9,5583.0,10016.3,5366.2,2855.2,5909.5,3324.6,2911.2,2099.6,3501.2,10272.2,2655.3,2142.5,6132.2,10358.1,7182.5,2449.1,3380.1,10338.8,13209.7,5110.5,13215.8,6822.8,13572.5,2986.2,10284.8,2692.1,1388.7,13602.5,5436.9,2845.6,2373.7,2242.2,2857.8,2891.2,2037.8,10386.2,1456.0,5585.4,2544.0,1808.8,7020.3,8689.9,6411.2,3385.8,2193.8,5439.4,1196.1,4024.2,5301.4,5114.8,4896.2,6913.5,2387.7,2894.4,2159.1,3201.2,5456.6,3514.0,2257.7,1183.0,5621.1,10035.8,3383.6,5113.7,2885.5,2906.4,2345.9,3532.7,2829.4,5106.7,5144.8,1628.5,4653.4,3427.8,3456.3,6914.4,2736.6,2469.7
"Grodås, 6698 Hornindal",5672.7,5798.5,6571.0,6599.5,7768.1,6560.7,6945.5,7302.0,6587.6,5712.2,6845.8,6516.1,7895.3,4306.2,2482.9,3783.0,6368.9,5808.2,7507.9,2281.8,6567.4,3178.2,7132.2,7093.0,7094.2,5943.0,1169.9,1888.5,6622.9,2381.1,1095.2,4108.8,6363.6,5953.1,6435.0,6795.7,5675.4,3779.8,6291.0,5783.2,5862.6,7322.8,1779.5,6554.4,7884.8,0.0,2321.9,5865.2,2453.0,2404.0,7338.0,6415.7,5684.4,2337.3,8983.4,2424.0,2320.4,8973.2,7383.5,4017.7,7228.3,8932.2,7285.0,7619.8,3195.6,1808.7,6469.0,7008.7,1094.1,5872.8,6791.4,6390.2,5772.1,6366.6,5456.2,6323.3,5791.9,5952.8,4057.0,2279.8,3177.5,6553.9,2934.5,6108.5,6609.9,5876.1,8972.4,2376.0,6264.1,5795.0,1765.5,3506.8,4207.5,6110.9,6164.0,2442.6,5689.6,7120.9,5695.7,1157.2,5836.0,6684.9,2388.6,6358.3,6613.6,6082.4,3170.5,6544.3,9955.0,7099.6,6556.5,6589.9,7272.7,2490.0,6928.6,4059.4,5335.3,7398.2,4045.3,953.4,1644.7,6169.7,5746.6,4014.0,8188.8,9259.1,3253.6,7125.2,3014.6,1110.9,5995.0,6593.1,5804.9,7334.1,3226.5,8985.2,7492.6,6942.5,4145.4,2299.3,7516.5,7124.1,6584.2,6605.1,9927.2,9081.7,6528.1,7117.1,7155.2,6825.6,3280.9,7560.7,7589.2,1071.9,6447.8,6039.3
Felleskjøpet Stryn,7989.9,8115.7,8888.2,8916.7,10085.3,8877.9,9262.7,9468.9,8904.8,8029.4,9163.0,8833.3,10062.2,4704.1,2824.1,6100.2,8686.1,6206.1,9276.9,68.1,8884.6,5495.4,9449.4,7081.8,9261.1,8260.2,3487.1,4205.7,8789.8,2722.3,3412.4,4881.0,8680.8,7967.3,8752.2,9112.9,7992.6,6097.0,8608.2,8100.4,6634.8,9640.0,4096.7,8871.6,10051.7,2317.2,0.0,8182.4,2794.2,2745.2,9655.2,8732.9,6082.3,3109.5,10550.2,2765.2,80.9,11140.1,9700.7,1800.0,8000.5,11099.1,9451.9,9937.0,5512.8,4125.9,8786.2,8918.1,3411.3,6645.0,9108.6,8707.4,8089.3,8683.8,5854.1,8640.5,8091.5,8270.0,4829.2,56.9,5494.7,8871.1,5251.7,8425.7,8927.1,8193.3,10539.2,2773.9,8581.3,8112.2,4082.7,1289.1,6524.7,8428.1,8481.2,2783.8,6087.5,7109.7,6093.6,3474.4,3655.4,9002.1,2729.8,8675.5,8780.5,6480.3,5487.7,8861.5,12121.9,9416.8,8873.7,8907.1,9041.7,2831.2,9062.0,4831.6,7652.5,9715.4,6362.5,1409.7,3961.9,8486.9,8063.8,4786.2,10355.7,10558.4,5570.8,7114.0,5331.8,3428.1,8312.2,8910.3,8122.1,9651.3,5543.7,10552.0,9261.6,9109.4,4917.6,83.6,9833.7,7112.9,8901.4,8922.3,12094.1,10648.5,8845.3,7105.9,7144.0,8552.9,5598.1,9877.9,9906.4,3389.1,8765.0,8356.5
Felleskjøpet Ålesund,606.0,241.2,837.0,865.5,2034.1,826.7,1211.5,1631.5,853.6,436.1,1111.8,782.1,2224.8,9857.2,8362.6,2627.9,634.9,11311.8,1837.4,8161.5,833.4,3350.4,1398.2,4647.0,1423.7,1142.6,4798.2,4187.2,952.4,8260.8,4932.4,4106.9,629.6,677.0,701.0,1061.7,399.3,2617.8,557.0,177.2,1920.6,1588.8,4140.3,820.4,2214.3,5879.7,8201.6,0.0,8332.7,8283.7,1604.0,681.7,11188.0,5411.8,3312.9,8303.7,8200.1,3302.7,1649.5,9410.1,3078.2,3261.7,1614.5,1885.8,3371.9,4108.8,735.0,1338.2,4957.7,1955.8,1057.4,656.2,213.5,632.6,10959.8,593.7,515.8,1152.4,4055.1,8159.5,3349.7,819.9,3893.0,1308.1,875.9,160.1,3301.9,8255.7,644.7,126.0,4115.7,9386.5,5166.0,381.3,1363.6,8322.3,11193.2,4674.9,11199.3,4806.3,11715.7,950.9,8268.3,624.3,943.1,11586.0,3420.4,810.3,4284.5,1365.6,822.5,855.9,1602.2,8369.7,1258.1,4057.5,527.5,1664.2,5003.8,6833.1,4394.7,1369.3,205.4,3911.5,2518.3,3588.6,3284.9,4679.2,2879.7,4897.0,371.2,859.1,142.6,1600.1,3440.1,3314.7,1822.1,1272.0,4093.2,8179.0,1782.5,4678.1,850.2,871.1,4256.7,3411.2,794.1,4671.1,4709.2,1155.1,2636.9,1826.7,1855.2,4897.9,713.8,453.2
"Nordfjordeid, 6770 Nordfjordeid",7574.0,7699.8,8472.3,8500.8,9669.4,8462.0,8846.8,9203.3,8488.9,7613.5,8747.1,8417.4,9796.6,2025.7,61.0,5607.7,8270.2,3527.7,9409.2,2751.4,8468.7,5002.9,9033.5,8657.4,8995.5,7844.3,3058.4,3762.8,8524.2,93.7,3219.0,5673.2,8264.9,7854.4,8336.3,8697.0,7576.7,5604.5,8192.3,7684.5,7427.0,9224.1,3675.8,8455.7,9786.1,2461.9,2791.5,7766.5,0.0,48.6,9239.3,8317.0,3403.9,3901.7,10884.7,50.5,2790.0,10874.5,9284.8,4487.3,8792.7,10833.5,9186.3,9521.1,5020.3,3683.0,8370.3,8910.0,3217.9,7437.2,8692.7,8291.5,7673.4,8267.9,3175.7,8224.6,7693.2,7854.1,5621.4,2749.4,5002.2,8455.2,4759.2,8009.8,8511.2,7777.4,10873.7,193.5,8165.4,7696.3,3691.4,3976.4,6032.2,8012.2,8065.3,52.3,3409.1,8685.3,3415.2,3066.5,4944.1,8586.2,128.4,8259.6,8514.9,3801.9,4995.2,8445.6,11856.3,9000.9,8457.8,8491.2,9174.0,68.1,8829.9,5623.8,7236.6,9299.5,5870.0,2201.9,3469.4,8071.0,7647.9,5578.4,10090.1,11160.4,5078.3,8689.6,4915.9,3201.2,7896.3,8494.4,7706.2,9235.4,5051.2,10886.5,9393.9,8843.8,5709.8,2768.9,9417.8,8688.5,8485.5,8506.4,11828.5,10983.0,8429.4,8681.5,8719.6,8726.9,5182.2,9462.0,9490.5,3158.1,8349.1,7940.6
"Nordfjordeid, 6770 Nordfjordeid",7525.4,7651.2,8423.7,8452.2,9620.8,8413.4,8798.2,9154.7,8440.3,7564.9,8698.5,8368.8,9748.0,2035.1,78.9,5559.1,8221.6,3537.1,9360.6,2702.8,8420.1,4954.3,8984.9,8608.8,8946.9,7795.7,3009.8,3714.2,8475.6,45.1,3170.4,5624.6,8216.3,7805.8,8287.7,8648.4,7528.1,5555.9,8143.7,7635.9,7378.4,9175.5,3627.2,8407.1,9737.5,2413.3,2742.9,7717.9,49.0,0.0,9190.7,8268.4,3413.3,3853.1,10836.1,20.0,2741.4,10825.9,9236.2,4438.7,8744.1,10784.9,9137.7,9472.5,4971.7,3634.4,8321.7,8861.4,3169.3,7388.6,8644.1,8242.9,7624.8,8219.3,3185.1,8176.0,7644.6,7805.5,5572.8,2700.8,4953.6,8406.6,4710.6,7961.2,8462.6,7728.8,10825.1,186.8,8116.8,7647.7,3642.8,3927.8,5983.6,7963.6,8016.7,56.2,3418.5,8636.7,3424.6,3017.9,4895.5,8537.6,79.8,8211.0,8466.3,3811.3,4946.6,8397.0,11807.7,8952.3,8409.2,8442.6,9125.4,86.0,8781.3,5575.2,7188.0,9250.9,5821.4,2153.3,3420.8,8022.4,7599.3,5529.8,10041.5,11111.8,5029.7,8641.0,4867.3,3152.6,7847.7,8445.8,7657.6,9186.8,5002.6,10837.9,9345.3,8795.2,5661.2,2720.3,9369.2,8639.9,8436.9,8457.8,11779.9,10934.4,8380.8,8632.9,8671.0,8678.3,5133.6,9413.4,9441.9,3109.5,8300.5,7892.0
"Valderhaug, 6050 Valderøya",2092.7,1618.3,1071.9,1100.4,1007.4,1061.6,1446.4,2630.4,1088.5,1922.8,1346.7,1017.0,3223.7,11343.9,9849.3,4114.6,1043.9,12798.5,3324.1,9648.2,1068.3,4837.1,643.7,6133.7,2422.6,2629.3,6284.9,5673.9,2439.1,9747.5,6419.1,5593.6,1021.4,2163.7,1073.9,857.0,1886.0,4104.5,1182.4,1651.8,3407.3,834.3,5627.0,1055.3,3213.2,7366.4,9688.3,1624.5,9819.4,9770.4,0.0,1054.6,12674.7,6898.5,4799.6,9790.4,9686.8,4301.6,622.8,10896.8,4564.9,4260.6,2613.4,1160.4,4858.6,5595.5,969.9,2612.4,6444.4,3442.5,1292.3,1065.2,1700.2,1258.0,12446.5,1221.1,2002.5,2639.1,5541.8,9646.2,4836.4,1054.8,5379.7,2794.8,1110.8,1646.8,4788.6,9742.4,1392.5,1612.7,5602.4,10873.2,6652.7,1351.7,2850.3,9809.0,12679.9,6161.6,12686.0,6293.0,13202.4,1185.8,9755.0,1181.2,2429.8,13072.7,4907.1,1045.2,5283.4,1160.9,1057.4,1090.8,3088.9,9856.4,2532.3,5544.2,2014.2,1459.5,6490.5,8319.8,5881.4,2856.0,1692.1,5398.2,3517.2,5075.3,4771.6,6165.9,4366.4,6383.7,1472.1,1094.0,1629.3,874.7,4926.8,4801.4,3308.8,2119.8,5579.9,9665.7,1057.1,6164.8,1085.1,1106.0,5255.6,4897.9,1029.0,6157.8,6195.9,2641.8,4123.6,1101.3,1129.8,6384.6,936.2,1448.2
"Hatlahaugen, Ålesund",1141.3,666.9,298.2,326.7,1495.3,287.9,672.7,2166.8,314.8,971.4,573.0,243.3,2760.1,10392.5,8897.9,3163.2,90.7,11847.1,2372.7,8696.8,294.6,3885.7,859.4,5182.3,1959.0,1677.9,5333.5,4722.5,1487.7,8796.1,5467.7,4642.2,68.2,1212.3,102.9,522.9,934.6,3153.1,231.0,700.4,2455.9,1050.0,4675.6,281.6,2749.6,6415.0,8736.9,673.1,8868.0,8819.0,1065.2,0.0,11723.3,5947.1,3848.2,8839.0,8735.4,3838.0,1110.7,9945.4,3613.5,3797.0,2149.8,1347.0,3907.2,4644.1,196.2,1873.5,5493.0,2491.1,518.6,112.0,748.8,306.6,11495.1,269.7,1051.1,1687.7,4590.4,8694.8,3885.0,281.1,4428.3,1843.4,337.1,695.4,3837.2,8791.0,441.1,661.3,4651.0,9921.8,5701.3,400.3,1898.9,8857.6,11728.5,5210.2,11734.6,5341.6,12251.0,412.1,8803.6,228.0,1478.4,12121.3,3955.7,271.5,4819.8,826.8,283.7,317.1,2137.5,8905.0,1793.4,4592.8,1062.8,1125.4,5539.1,7368.4,4930.0,1904.6,740.7,4446.8,3053.6,4123.9,3820.2,5214.5,3415.0,5432.3,520.7,320.3,677.9,1061.3,3975.4,3850.0,2357.4,1785.7,4628.5,8714.3,1243.7,5213.4,311.4,332.3,4792.0,3946.5,255.3,5206.4,5244.5,1690.4,3172.2,1287.9,1316.4,5433.2,175.0,496.8
"Gate 1, 6718 Deknepollen",10799.8,10925.6,11698.1,11726.6,12895.2,11687.8,12072.6,12429.1,11714.7,10839.3,11972.9,11643.2,13022.4,1394.8,3380.1,8650.5,11496.0,301.3,12635.0,6054.0,11694.5,8045.7,12259.3,11960.0,12221.3,11070.1,6284.2,6988.6,11750.0,3381.4,6444.8,8975.8,11490.7,11080.2,11562.1,11922.8,10802.5,8647.3,11418.1,10910.3,10729.6,12449.9,6901.6,11681.5,13011.9,5705.7,6094.1,10992.3,3412.5,3422.9,12465.1,11542.8,0.0,7204.3,14110.5,3438.5,6092.6,14100.3,12510.6,7789.9,12095.3,14059.3,12412.1,12746.9,8063.1,6908.8,11596.1,12135.8,6443.7,10739.8,11918.5,11517.3,10899.2,11493.7,298.0,11450.4,10919.0,11079.9,8924.0,6052.0,8045.0,11681.0,7417.2,11235.6,11737.0,11003.2,14099.5,3407.7,11391.2,10922.1,6917.2,7279.0,8690.2,11238.0,11291.1,3425.1,5.2,11987.9,33.2,6292.3,8257.7,11812.0,3442.0,11485.4,11740.7,439.5,8038.0,11671.4,15082.1,12226.7,11683.6,11717.0,12399.8,3412.5,12055.7,8926.4,10462.4,12525.3,8528.0,5504.5,6695.2,11296.8,10873.7,8881.0,13315.9,14386.2,8121.1,11992.2,8141.7,6427.0,11122.1,11720.2,10932.0,12461.2,8094.0,14112.3,12619.7,12069.6,9012.4,6071.5,12643.6,11991.1,11711.3,11732.2,15054.3,14208.8,11655.2,11984.1,12022.2,11952.7,8408.0,12687.8,12716.3,6383.9,11574.9,11166.4
"Hellesylt, 6218 Hellesylt",5457.6,5352.9,6125.4,6153.9,7322.5,6115.1,6499.9,6359.4,6142.0,5214.1,6400.2,6070.5,6952.7,5808.5,3928.5,6111.1,5923.3,7310.5,6167.4,3078.6,6121.8,5506.3,6686.6,4755.7,6151.6,5994.2,3498.0,4216.6,5680.3,3826.7,3423.3,1771.5,5918.0,4857.8,5989.4,6350.1,5136.1,6107.9,5845.4,5337.6,3525.3,6877.2,4107.6,6108.8,6942.2,2328.1,3118.7,5419.6,3898.6,3849.6,6892.4,5970.1,7186.7,0.0,7440.7,3869.6,3117.2,8030.6,6937.9,4814.5,4891.0,7989.6,6342.4,7174.2,5523.7,4136.8,6023.4,5808.6,3422.2,3535.5,6345.8,5944.6,5326.5,5921.0,6958.5,5877.7,4982.0,6004.0,1719.7,3076.6,5505.6,6108.3,5262.6,6159.7,6164.3,5430.5,7429.7,3878.3,5818.5,5349.4,4093.6,4303.6,6535.6,5665.3,6215.2,3888.2,7191.9,4783.6,7198.0,3485.3,6632.8,6239.3,3834.2,5912.7,5671.0,7584.7,5498.6,6098.7,9012.4,6654.0,6110.9,6144.3,5932.2,3935.6,5952.5,1722.1,5379.1,6625.7,6373.4,1750.2,3972.8,6220.9,5301.0,1676.7,7246.2,7448.9,5581.7,4787.9,5342.7,3439.0,5549.4,6147.5,5359.3,6888.5,5554.6,7442.5,6152.1,5999.9,1808.1,3096.1,7070.9,4786.8,6138.6,6159.5,8984.6,7539.0,6082.5,4779.8,4817.9,5443.4,5609.0,7115.1,7143.6,3400.0,6002.2,5593.7
Helsehuset Stella Maris,3738.8,3374.0,4021.1,4049.6,5218.2,4010.8,4395.6,2643.4,4037.7,3568.9,4295.9,3966.2,3520.6,12990.0,11375.7,5760.7,3819.0,14444.6,1547.8,10525.8,4017.5,6483.2,4582.3,4146.8,2713.3,4275.4,7931.0,7320.0,2526.7,11273.9,8065.2,5794.4,3813.7,3245.2,3885.1,4168.2,3523.5,5750.6,3741.1,3310.0,4161.5,4772.9,7273.1,4004.5,3510.1,9012.5,10565.9,3315.3,11345.8,11296.8,4788.1,3865.8,14320.8,7447.2,0.0,11316.8,10564.4,4598.5,4833.6,8909.9,2578.0,810.9,2526.9,5069.9,6504.7,7241.6,3919.1,2229.6,8090.5,4196.7,4241.5,3840.3,3308.8,3816.7,14092.6,3777.8,3369.4,4285.2,5780.5,10523.8,6482.5,4004.0,7025.8,4440.9,4060.0,3215.9,26.6,11325.5,3771.6,3258.8,7248.5,9422.3,8298.8,3565.4,4496.4,11335.4,14326.0,4174.7,14332.1,7939.1,14080.0,4135.0,11281.4,3808.4,2517.4,14718.8,6553.2,3994.4,5580.3,3875.1,4006.6,4040.0,2323.4,11382.8,2373.5,5745.0,3660.3,3441.7,8136.6,9197.4,7527.5,4502.1,3310.1,5997.4,3814.1,910.2,6417.7,4179.0,6012.5,8029.8,3504.0,4043.2,3275.4,4784.2,6572.9,31.9,1555.2,2815.9,5877.4,10543.3,4966.6,4177.9,4034.3,4055.2,5552.5,135.9,3978.2,4170.9,4209.0,2341.5,5769.7,5010.8,5039.3,8030.7,3897.9,3586.0
