,Depot,"Rådhusplassen 1, 6002 Ålesund",Joker Geiranger,"Geiranger, 6216 Geiranger","Langsten, 6264 Tennfjord",Anno,"Ålesund, 6002 Ålesund",Atlanterhavsparken,"Borgundvegen 340, 6015 Ålesund","Borgundvegen 92, 6008 Ålesund",Bunnpris Brattvåg,BROGATA 1,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Nørve,Bunnpris Oldeide,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Stad,Bunnpris Straumgjerde,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy",Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Brattvåg, 6270 Brattvåg","Valderhaug, 6050 Valderøya","Hovdebygda, 6160 Hovdebygda","Haramsøya, 6270 Brattvåg","Spjelkavik, 6010 Ålesund",Joker Bellingen,Joker Fiksdal,Joker Flatraket,Godøya post i butikk,Joker Gursken,"Hellesylt, 6218 Hellesylt",Joker Larsnes,Joker Loen,Joker Stordal,Joker Sæbø,Joker Tomrefjord,Joker,Joker Vatne,Vigra post i butikk,Joker Åheim,Joker Åram,Kiwi Meieribygget Ørsta,"Volda, 6100 Volda",SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",Meny Fosnavåg,LERSTADVEGEN 291,"Ulsteinvik, 6065 Ulsteinvik","Ålesund, 6008 Ålesund",Rabbevågen barnehage,"Storgata 16, 6002 Ålesund",Solsikka barnehage,SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fiskåbygd,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,Esso Spjelkavik,"Ålesund lufthavn, 6040 Vigra",St1 Vegsund,St1 Vestnes,St1 Ørsta,"Vigra, 6040 Vigra",Sunde barnehage,Tennfjord barnehage,"Torvmyrane, 6010 Ålesund","Valldal, 6210 Valldal","Fosnavåg, 6090 Fosnavåg","Parkvegen 35, 6003 Ålesund"
"Haramsøya, 6270 Brattvåg",60216.7,65282.6,120983.6,121035.8,41119.4,65232.7,65407.9,68583.9,61108.1,62454.1,19533.0,66592.1,165864.2,171892.2,77841.3,63281.8,71282.8,62227.6,188653.2,185661.0,52330.3,65348.6,54818.6,178046.4,70002.1,169175.1,65238.4,88013.4,67325.2,96818.7,31894.6,68458.3,113075.2,103945.6,40481.7,58083.3,77701.4,60537.4,54809.9,62724.0,68658.4,103930.7,65146.7,19788.5,69263.2,107154.1,0.0,55500.4,128937.5,49619.6,187239.6,72484.2,108413.9,118922.0,113811.1,179592.6,71150.3,128848.2,57633.9,209991.7,34025.2,75665.0,151385.2,135554.4,103635.6,114130.1,64369.2,42241.9,114631.1,62931.8,67688.7,62370.8,54596.0,184160.6,61035.4,59820.8,60242.2,62602.3,68499.6,96147.7,169168.9,88006.8,67834.5,65184.9,96808.1,70331.5,65766.1,53528.7,69938.2,170443.1,59235.1,54412.9,103728.0,115544.8,57500.0,88137.7,62224.9,58523.2,65233.8,134955.3,60823.6,48445.6,134923.8,113935.4,146699.7,107140.1,70982.4,192806.6,54702.4,90801.5,94716.8,12239.0,79868.2,86935.1,97192.3,83566.3,113845.8,56885.9,54017.8,71996.0,57578.8,69983.7,104070.1,73933.9,62384.4,31756.0,54796.7,97174.7,114016.7,63086.4
"Spjelkavik, 6010 Ålesund",5885.0,11407.9,99029.3,99081.5,33722.1,11357.9,11533.1,14709.2,7689.0,9035.0,37549.3,12717.4,111532.6,117560.5,23509.6,18386.7,16951.1,8808.4,134321.5,131161.9,30376.0,11473.9,1440.5,123714.8,25107.0,114676.0,11363.6,33681.8,20793.2,74864.4,24497.3,14126.7,58743.5,49613.9,16077.2,3751.7,23369.8,7118.2,1103.6,17828.8,22126.4,49599.0,11272.0,37467.8,22731.2,52822.4,55954.7,0.0,74605.8,42222.4,132907.9,25952.2,54082.2,74026.9,59479.4,125093.5,49196.0,74516.5,50236.6,155492.6,26627.9,29133.0,97053.6,81222.7,49303.9,59798.4,10494.4,22154.6,60299.4,18036.6,13813.9,8951.7,1440.5,129828.9,7616.2,5882.2,5910.5,9183.2,14167.9,51252.6,114669.8,33675.2,13959.8,11310.2,42476.5,15999.8,11891.3,2388.8,56007.7,116111.5,4657.9,1409.1,49396.4,61213.2,3561.3,33806.0,8805.8,4191.5,11359.1,80623.6,6492.0,25663.9,80592.1,59603.7,92200.6,52808.5,16650.8,138474.9,1274.1,36469.8,49821.7,43712.9,57913.9,32603.4,75238.0,29234.7,59514.1,2395.6,1472.1,25464.1,3247.1,56053.2,49738.5,27401.9,8052.7,24690.2,19572.6,75220.4,59685.1,9667.3
Joker Bellingen,71509.2,85706.8,145534.9,145587.1,106733.1,85656.9,85832.1,89008.1,81987.9,83333.9,110560.2,87016.3,104168.4,73237.2,65466.5,78150.4,78330.8,83107.3,127433.6,86838.6,103387.0,85772.8,74451.4,120021.8,82830.9,70352.7,85662.6,56041.5,95092.2,80483.2,97508.2,75506.3,26705.6,25964.9,89088.1,72585.2,65404.7,81417.2,74526.1,78585.6,96425.3,25363.0,85570.9,110478.8,97030.2,27327.4,128965.6,74615.7,0.0,115233.3,126020.0,100251.1,64223.2,33904.6,69620.5,80770.2,81468.2,70.5,123247.5,111169.3,99638.9,103432.0,93360.6,90683.9,25619.2,25795.5,84793.4,95165.5,25427.5,78421.1,88112.9,83250.6,74451.5,122941.0,81915.2,80291.6,74744.0,83482.1,75547.6,61913.6,70346.5,56034.9,88258.7,85609.1,52617.5,77379.5,86190.3,75835.7,129018.6,71788.2,79067.2,74831.6,25230.1,71354.2,77970.7,56360.6,83104.7,71191.6,85658.0,76930.7,68061.0,99962.8,76899.2,69744.8,47877.3,27313.5,78030.4,131587.0,74285.1,54466.0,61371.0,116723.8,130924.8,57040.9,80856.8,45393.3,25916.9,76805.0,74894.5,99763.0,72080.6,129064.1,25359.1,101700.8,67161.5,97701.2,93871.5,80839.1,69826.1,83966.2
Joker Fiksdal,46531.3,51597.2,111574.8,111627.0,22491.8,51547.3,51722.4,54898.5,47422.7,48768.7,31228.4,52906.7,152178.8,158206.8,64155.9,49596.4,57597.4,48542.2,174967.8,171975.6,38644.9,51663.2,41133.2,164361.0,56316.7,155489.7,51553.0,74328.0,53639.8,87409.9,17986.2,54772.9,99389.8,90260.2,26796.3,44397.9,64016.0,46852.0,41124.5,49038.6,54973.0,90245.3,51461.3,31146.9,55577.8,93468.7,49633.7,41815.0,115252.1,0.0,173554.2,58798.8,94728.5,105236.6,100125.7,165907.2,61741.5,115162.8,8047.8,196306.3,15988.5,61979.6,137699.8,121869.0,89950.2,100444.7,50683.8,28556.5,100945.7,49246.4,54003.3,48685.4,40910.6,170475.2,47350.0,46135.4,46556.8,48916.9,54814.2,82462.3,155483.5,74321.4,54149.1,51499.5,83122.8,56646.1,52080.7,39843.3,20352.1,156757.7,45549.7,40727.5,90042.6,101859.4,43814.6,74452.3,48539.5,44837.8,51548.4,121269.9,47138.2,34760.2,121238.4,100250.0,133014.3,93454.7,57297.0,179121.2,41017.0,77116.1,81031.4,37392.0,32475.9,73249.7,87783.5,69880.9,100160.4,43200.5,40332.4,58310.6,43893.4,20397.6,90384.7,60248.5,48699.0,18369.3,41111.3,87765.8,100331.3,49401.0
Joker Flatraket,147979.3,162176.9,175030.9,175083.2,183203.2,162127.0,162302.1,165478.2,158458.0,159804.0,187030.3,163486.4,21863.4,54179.9,110006.8,173678.4,154800.9,159577.4,16912.1,116334.7,179857.1,162242.9,150921.5,47114.8,166610.9,99848.7,162132.7,100581.8,171562.3,164263.3,173978.3,151976.4,93079.7,102159.8,165558.2,149055.3,109945.0,157887.3,150996.1,174113.6,172895.4,101598.2,162041.0,186948.9,173500.3,98626.3,205435.7,151085.8,126009.2,191703.4,0.0,176721.2,79029.9,117684.7,73534.6,110266.2,165248.3,125919.9,199717.6,104653.9,176109.0,179902.1,36060.3,70351.0,101814.1,94811.0,161263.5,171635.6,94635.6,173949.0,164583.0,159720.7,150921.6,12419.6,158385.3,156761.6,151214.1,159952.2,152017.7,145693.7,99842.5,100575.2,164728.8,162079.2,91345.4,153849.6,162660.4,152305.8,205488.7,54571.2,155537.3,151301.6,101909.8,110082.0,154440.8,100901.0,159574.8,147661.7,162128.1,54760.2,144531.1,176432.9,54728.7,108472.6,90041.4,98612.4,154500.5,21065.5,150755.2,99006.3,145151.0,193193.9,207394.9,101581.2,164636.8,121863.4,94472.1,153275.1,151364.6,176233.1,148550.7,205534.2,101517.2,178170.9,143631.6,174171.3,170341.6,164619.2,108554.0,160436.3
Godøya post i butikk,31659.0,17451.5,122789.7,122841.9,50242.3,17401.6,17576.7,20752.8,19646.3,17962.4,54069.4,18761.0,137306.5,143334.5,49283.6,44160.6,42725.1,17735.8,160095.5,156935.8,54136.4,17517.5,26962.6,149488.7,50880.9,140449.9,17407.3,59455.7,9741.1,98624.8,41017.5,39900.6,84517.5,75387.9,39837.6,29525.6,49143.7,19892.0,26062.2,43602.8,11074.2,75373.0,17315.6,53988.0,6993.8,78596.3,72474.8,25800.8,100379.8,58742.5,158681.9,0.0,79856.1,99800.8,85253.4,150867.4,72956.4,100290.5,66756.8,181266.6,43148.1,18406.7,122827.5,106996.7,75077.9,85572.4,16538.1,43368.0,86073.3,43810.6,19857.6,17879.1,26740.0,155602.9,20390.0,20313.9,31684.5,17712.3,39941.9,77026.6,140443.7,59449.1,20003.4,17353.8,68250.4,41773.8,17935.0,26037.1,79768.1,141885.4,21954.9,25855.2,75170.3,86987.1,22738.6,59580.0,17538.1,29965.4,17402.7,106397.6,32265.9,24259.7,106366.1,85377.7,117974.6,78582.4,42424.7,164248.9,27048.1,62243.8,75595.7,60233.0,81674.3,58377.4,98998.4,55008.6,85288.1,24118.2,26314.6,14737.7,29021.1,79813.6,75512.4,16675.5,33826.7,41210.4,18168.4,98980.7,85459.0,18399.6
Joker Gursken,51357.4,65555.0,173568.7,173620.9,86581.4,65505.1,65680.3,68856.4,61836.1,63182.1,90408.5,66864.6,57631.4,101271.0,31158.0,67068.5,53774.3,62955.6,80420.4,114872.4,83235.2,65621.1,54299.7,69813.7,73788.7,98386.5,65510.8,21733.0,74940.4,127723.7,77356.5,50949.8,40481.3,40755.0,68936.4,52433.4,31096.2,61265.4,54374.3,66510.6,76273.6,40193.3,65419.2,90327.0,76878.4,38378.0,108813.9,54463.9,64124.3,95081.6,79006.8,80099.4,0.0,99463.4,5578.3,108804.0,102055.2,64035.0,103095.8,139203.1,79487.1,83280.2,43152.5,27321.6,40409.2,41536.2,64641.6,75013.8,42037.2,66718.4,67961.1,63098.9,54299.8,75927.8,61763.4,60139.8,54592.3,63330.4,50991.1,127472.4,98380.3,21726.4,68107.0,65457.4,12496.5,52823.0,66038.5,55683.9,108866.9,99822.0,58915.5,54679.8,40504.9,31233.2,57819.0,22052.1,62952.9,51039.8,65506.3,26722.5,47909.3,79811.1,26691.0,29623.8,75911.1,38364.1,53473.9,84573.8,54133.4,20157.5,126929.8,96572.1,110773.1,22732.3,128097.2,60458.6,41252.0,56653.3,54742.7,79611.2,51928.9,108912.4,40112.3,81549.1,49256.4,77549.4,73719.7,128079.6,29705.1,63814.4
"Hellesylt, 6218 Hellesylt",74511.4,85106.7,70743.4,70795.7,96591.6,85056.8,85231.9,88408.0,81387.8,82733.8,100418.8,86416.2,95829.3,64141.1,100857.5,55993.7,85577.4,82507.2,119094.5,66739.0,86260.0,85172.7,73851.3,136580.9,48926.3,50253.1,85062.5,91432.6,94492.1,46578.6,87366.8,82753.0,59037.9,67072.1,78946.7,70659.7,100795.7,80817.1,73925.9,56428.9,95825.2,66470.2,84970.8,100337.3,96430.1,65308.6,118824.1,74015.5,33920.6,105091.9,117680.9,99651.0,99614.3,0.0,105011.5,60670.6,47563.6,33947.3,113106.1,91069.7,89497.4,102831.9,110475.5,123016.2,66726.3,58127.8,84193.3,80776.3,57952.4,56264.3,87512.8,82650.5,73851.4,114601.9,81315.1,79691.4,68435.2,82882.0,82794.2,28009.0,50246.9,91425.9,87658.6,85009.0,88008.6,84626.1,85590.2,75235.6,89163.6,63449.0,78467.1,74231.4,66337.3,106745.2,77370.6,91751.7,82504.6,72817.8,85057.9,109263.0,75118.3,95943.4,109231.5,105135.8,27777.7,65294.7,85277.1,123247.9,73685.0,89857.0,27466.4,106582.4,74554.8,92431.9,46952.2,86500.5,58249.2,76204.9,74294.3,99162.9,70990.5,89209.1,66466.3,101100.7,76679.0,87559.7,93271.4,46934.5,105217.1,83366.1
Joker Larsnes,56754.6,70952.3,178965.9,179018.2,91978.6,70902.3,71077.5,74253.6,67233.4,68579.4,95805.7,72261.8,52136.1,106668.3,36555.2,72465.7,59171.5,68352.8,74925.1,120269.6,88632.4,71018.3,59696.9,64318.3,79185.9,103783.7,70908.0,27130.2,80337.6,133120.9,82753.7,56347.1,45878.6,46152.2,74333.6,57830.6,36493.4,66662.6,59771.5,71907.8,81670.8,45590.6,70816.4,95724.2,82275.6,43775.3,114211.1,59861.1,69521.6,100478.8,73511.5,85496.6,5578.3,104860.6,0.0,114201.2,107452.4,69432.3,108493.0,144600.4,84884.4,88677.4,37657.1,21826.3,45806.5,46933.4,70038.9,80411.0,47434.4,72115.6,73358.3,68496.1,59697.0,70432.5,67160.6,65537.0,59989.5,68727.6,56388.3,132869.6,103777.5,27123.6,73504.2,70854.6,17893.8,58220.2,71435.7,61081.2,114264.1,105219.2,64312.7,60077.0,45902.2,36630.4,63216.2,27449.4,68350.2,56437.0,70903.5,21227.2,53306.5,85208.3,21195.7,35021.0,81308.4,43761.3,58871.2,79078.5,59530.6,25554.7,132327.0,101969.3,116170.3,28129.6,133494.4,65855.8,46649.2,62050.5,60139.9,85008.5,57326.1,114309.6,45509.6,86946.3,54653.7,82946.7,79117.0,133476.8,35102.4,69211.7
Joker Loen,121991.3,136189.0,86074.7,86127.0,157255.6,136139.0,136314.2,139490.3,132470.1,133816.1,161082.7,137498.5,88448.7,56760.5,110232.5,116657.6,128812.9,133589.5,111713.9,6214.4,146923.9,136255.0,124933.6,129200.3,109590.2,10948.3,136144.7,100807.5,145574.3,118093.1,148030.7,125988.5,68412.9,76447.1,139610.6,123067.3,110170.7,131899.3,125008.2,117092.8,146907.5,75845.2,136053.1,161001.2,147512.3,74683.6,179488.1,125097.8,80764.7,165755.8,110300.2,150733.3,108989.3,60663.9,114386.5,0.0,108227.5,80675.4,173770.0,30545.1,150161.4,153914.1,103094.9,137385.7,76101.3,67502.8,135275.6,141440.2,67327.4,116928.3,138595.0,133732.8,124933.7,107221.3,132397.4,130773.7,129099.1,133964.3,126029.8,88672.9,10886.3,100800.9,138740.9,136091.3,97383.5,127861.6,136672.4,126317.9,149827.5,56068.4,129549.4,125313.7,75712.3,116120.2,128452.9,101126.7,133586.9,121673.7,136140.2,121794.8,118543.2,150445.0,121763.3,114510.8,33020.7,74669.7,128512.6,115867.2,124767.3,99232.0,88130.3,167246.3,135218.7,101806.9,118466.6,95875.5,67624.2,127287.2,125376.6,150245.2,122562.8,149873.1,75841.2,152183.0,117643.7,148223.7,144353.7,118449.0,114592.1,134448.4
Joker Stordal,53642.2,58252.5,49907.2,49959.5,48956.2,58202.5,58377.7,61553.8,54533.6,55879.6,52783.3,59562.0,143363.9,111675.8,71266.7,49473.9,64708.2,55653.0,166629.1,114273.6,19087.8,58318.5,48244.1,184115.5,56194.2,97787.7,58208.2,81438.9,67637.8,25742.4,39731.3,61883.8,106500.6,97371.1,34120.6,49077.5,71126.9,53962.8,48235.3,48916.1,68971.0,97356.1,58116.6,52701.9,69575.8,100579.5,71188.7,48925.8,81455.2,61753.4,165215.5,72796.8,101839.3,47534.6,107236.5,108205.2,0.0,81481.9,53751.5,138604.3,41862.0,75977.6,158010.1,128979.8,97061.1,107555.5,57339.1,28974.1,108056.5,49123.9,60658.5,55796.3,48021.5,162136.5,54460.8,53246.3,46853.0,56027.8,61925.1,19797.4,97781.5,81432.3,60804.4,58154.8,90233.6,63756.9,58735.9,46954.1,41673.9,110983.6,52660.6,47838.4,97153.5,108970.3,50925.5,81563.2,55650.4,51948.6,58203.7,128380.8,54249.1,48307.9,128349.3,107360.8,75312.3,100565.6,64407.9,170782.5,48127.9,84227.0,21611.2,58946.9,27065.1,80360.6,26115.9,76991.8,107271.3,50311.4,47443.3,72308.7,51004.2,41719.4,97495.6,74246.5,55809.8,39924.3,54658.9,26098.3,107442.2,56511.9
Joker Sæbø,71399.2,85596.9,145424.9,145477.2,106623.2,85546.9,85722.1,88898.2,81878.0,83224.0,110450.3,86906.4,104058.5,73127.3,65356.6,78040.5,78220.8,82997.4,127323.7,86728.7,103277.1,85662.9,74341.5,119911.9,82857.5,70242.8,85552.6,55931.6,94982.2,80509.8,97398.3,75396.4,26595.6,25855.0,88978.2,72475.2,65294.8,81307.2,74416.1,78475.7,96315.4,25253.1,85461.0,110368.9,96920.2,27217.5,128855.7,74505.7,117.6,115123.4,125910.1,100141.2,64113.3,33931.2,69510.6,80660.3,81494.8,0.0,123137.6,111059.4,99529.0,103322.1,93250.7,90574.0,25509.2,25685.6,84683.5,95055.6,25317.6,78311.2,88002.9,83140.7,74341.6,122831.1,81805.3,80181.6,74634.1,83372.2,75437.7,61940.2,70236.6,55925.0,88148.8,85499.2,52507.6,77269.5,86080.4,75725.8,128908.7,71678.2,78957.3,74721.6,25120.2,71244.3,77860.8,56250.7,82994.8,71081.6,85548.1,76820.7,67951.1,99852.9,76789.2,69634.8,47767.4,27203.6,77920.5,131477.1,74175.2,54356.1,61397.6,116613.9,130814.9,56930.9,80883.4,45283.4,25806.9,76695.1,74784.5,99653.1,71970.7,128954.2,25249.2,101590.9,67051.6,97591.3,93761.6,80865.8,69716.2,83856.3
Joker Tomrefjord,54545.5,59611.4,103572.8,103625.1,30432.6,59561.5,59736.7,62912.7,55436.9,56782.9,39242.6,60920.9,160193.0,166221.0,72170.1,57610.6,65611.6,56556.4,182982.0,179989.8,37951.7,59677.5,49147.5,172375.3,64330.9,163503.9,59567.2,82342.2,61654.0,79408.0,26000.4,62787.1,107404.0,98274.4,34810.5,52412.1,72030.2,54866.2,49138.7,57052.8,62987.2,98259.5,59475.5,39161.1,63592.0,101482.9,57648.0,49829.2,123266.3,8047.8,181568.4,66813.0,102742.7,113250.8,108139.9,173921.4,53739.5,123177.0,0.0,204320.5,24002.7,69993.8,145714.0,129883.2,97964.4,108458.9,58698.0,36570.7,108959.9,57260.6,62017.5,56699.7,48924.9,178489.4,55364.2,54149.7,54571.0,56931.2,62828.4,73463.0,163497.7,82335.6,62163.3,59513.7,91137.0,64660.3,60094.9,47857.5,12350.2,164771.9,53563.9,48741.7,98056.8,109873.6,51828.8,82466.5,56553.7,52852.0,59562.6,129284.1,55152.4,42774.5,129252.6,108264.2,141028.5,101468.9,65311.3,187135.4,49031.2,85130.3,89045.6,45406.2,24473.9,81263.9,79781.5,77895.1,108174.6,51214.7,48346.6,66324.8,51907.6,12395.7,98398.9,68262.7,56713.2,26383.5,49125.5,79763.9,108345.6,57415.2
Joker,152401.2,166598.8,116484.6,116536.8,187665.4,166548.9,166724.1,169900.1,162879.9,164225.9,191492.6,167908.4,82808.5,50654.6,140642.4,147067.5,159222.8,163999.4,106073.6,24489.2,177333.8,166664.9,155343.5,123560.1,140000.1,41358.1,166554.6,131217.4,175984.2,148502.9,178440.6,156398.4,98822.8,106856.9,170020.5,153477.2,140580.6,162309.2,155418.1,147502.7,177317.4,106255.0,166463.0,191411.1,177922.2,105093.4,209898.0,155507.7,111174.5,196165.6,104660.0,181143.2,139399.1,91073.8,144796.3,30555.9,138637.4,111085.3,204179.9,0.0,180571.2,184324.0,97454.7,131745.5,106511.2,97912.7,165685.4,171850.1,97737.3,147338.1,169004.9,164142.6,155343.5,101581.1,162807.2,161183.6,159509.0,164374.1,156439.6,119082.8,41296.2,131210.8,169150.8,166501.2,127793.4,158271.5,167082.3,156727.7,180237.4,50963.6,159959.3,155723.6,106122.1,146530.1,158862.7,131536.5,163996.7,152083.6,166550.1,116154.6,148953.1,180854.9,116123.1,144920.6,63430.6,105079.5,158922.5,110227.0,155177.1,129641.8,118540.2,197656.1,165628.6,132216.7,148876.5,126285.4,98034.1,157697.0,155786.5,180655.0,152972.6,180282.9,106251.1,182592.9,148053.6,178633.5,174763.5,148858.9,145002.0,164858.2
Joker Vatne,30926.6,35992.5,91693.5,91745.7,7268.2,35942.6,36117.8,39293.8,31818.1,33164.0,15623.7,37302.1,136574.1,142602.1,48551.2,33991.8,41992.7,32937.5,159363.1,156370.9,23040.2,36058.6,25528.6,148756.4,40712.0,139885.0,35948.3,58723.4,38035.1,67528.7,2381.5,39168.3,83785.1,74655.5,11191.6,28793.3,48411.4,31247.3,25519.8,33433.9,39368.3,74640.6,35856.7,15542.2,39973.1,77864.0,34029.1,26210.3,99647.4,16001.3,157949.5,43194.1,79123.8,89631.9,84521.0,150302.5,41860.2,99558.1,24015.5,180701.6,0.0,46374.9,122095.2,106264.3,74345.5,84840.0,35079.1,12951.8,85341.0,33641.7,38398.6,33080.8,25306.0,154870.5,31745.3,30530.8,30952.1,33312.3,39209.5,66857.7,139878.8,58716.8,38544.5,35894.9,67518.1,41041.4,36476.0,24238.6,36319.9,141153.1,29945.0,25122.9,74438.0,86254.8,28209.9,58847.6,32934.8,29233.1,35943.7,105665.2,31533.6,19155.6,105633.7,84645.3,117409.7,77850.1,41692.4,163516.5,25412.3,61511.4,65426.8,21787.3,48443.6,57645.0,67902.2,54276.3,84555.7,27595.8,24727.7,42705.9,28288.7,36365.4,74780.1,44643.8,33094.3,2764.7,25506.6,67884.6,84726.7,33796.4
Vigra post i butikk,34847.2,20639.7,125977.9,126030.1,53430.5,20589.8,20765.0,23941.0,22834.6,21150.6,57257.7,21949.2,140494.7,146522.7,52471.8,47348.9,45913.3,20924.0,163283.7,160124.0,57324.6,20705.8,30150.8,152676.9,54069.1,143638.1,20595.5,62643.9,11713.2,101813.1,44205.7,43088.8,87705.7,78576.1,43025.8,32713.8,52331.9,23080.3,29250.5,46791.0,10542.2,78561.2,20503.8,57176.2,15147.4,81784.6,75663.1,28989.0,103568.0,61930.8,161870.1,18368.4,83044.4,102989.0,88441.6,154055.6,76144.6,103478.7,69945.0,184454.8,46336.3,0.0,126015.7,110184.9,78266.1,88760.6,19726.3,46556.2,89261.6,46998.8,23045.8,21067.3,29928.2,158791.1,23578.3,23502.1,34872.7,20900.5,43130.1,80214.8,143631.9,62637.3,23191.6,20542.0,71438.6,44962.0,21123.2,29225.3,82956.3,145073.6,25143.1,29043.4,78358.5,90175.3,25926.9,62768.2,20726.3,33153.7,20590.9,109585.8,35454.1,27447.9,109554.3,88565.9,121162.8,81770.6,45612.9,167437.1,30236.3,65432.0,78783.9,63421.3,84862.5,61565.6,102186.6,58196.8,88476.3,27306.4,29502.8,3669.0,32209.3,83001.8,78700.6,2363.1,37014.9,44398.6,21356.6,102169.0,88647.2,21587.8
Joker Åheim,94328.8,108526.4,167829.3,167881.6,129552.7,108476.5,108651.7,111827.7,104807.5,106153.5,133379.9,109836.0,14661.8,46978.3,74129.3,128202.6,96745.6,105927.0,37450.8,109133.1,126206.6,108592.5,97271.0,26844.0,159409.3,92647.1,108482.2,64704.4,117911.8,157061.7,120327.9,93921.2,66661.8,75741.9,111907.7,95404.8,74067.6,104236.8,97345.7,128637.8,119244.9,75180.2,108390.5,133298.4,119849.8,72208.3,151785.2,97435.3,93306.5,138052.9,36037.2,123070.7,43152.5,110483.1,37657.1,103064.6,158046.7,93217.2,146067.1,97452.3,122458.5,126251.6,0.0,34473.5,75396.1,68393.0,107613.0,117985.1,68217.6,128473.2,110932.5,106070.2,97271.1,32958.2,104734.8,103111.2,97563.6,106301.7,93962.5,138492.1,92640.9,64697.8,111078.4,108428.8,55467.9,95794.3,109009.9,98655.3,151838.2,47369.6,101886.8,97651.2,75491.8,74204.6,100790.3,65023.5,105924.3,94011.2,108477.6,18882.7,90880.6,122782.4,18851.2,72595.1,82839.8,72194.4,96445.3,41604.2,97104.7,63128.8,137949.4,139543.4,153744.4,65703.7,157435.2,95445.5,68054.1,99624.6,97714.1,122582.6,94900.2,151883.8,75099.2,124520.5,92227.8,120520.8,116691.1,157417.6,72676.5,106785.8
Joker Åram,78497.9,92695.6,202120.5,202172.8,113721.9,92645.6,92820.8,95996.9,88976.7,90322.7,117549.0,94005.1,48952.9,81269.5,58298.5,94209.0,80914.8,90096.1,71741.9,143424.2,110375.7,92761.6,81440.2,61135.2,100929.2,126938.3,92651.3,48873.5,102080.9,154864.2,104497.0,78090.3,63985.1,73065.2,96076.9,79573.9,58236.7,88405.9,81514.8,93651.1,103414.1,72503.6,92559.7,117467.5,104018.9,69531.7,135954.4,81604.4,90629.8,122222.1,70328.3,107239.9,27321.6,122967.1,21826.3,137355.8,129195.7,90540.6,130236.3,131743.5,106627.6,110420.7,34474.0,0.0,72719.4,65716.3,91782.1,102154.3,65540.9,93858.9,95101.6,90239.4,81440.3,67249.3,88903.9,87280.3,81732.8,90470.9,78131.6,150976.1,126932.1,48866.9,95247.5,92597.9,39637.0,79963.5,93179.0,82824.5,136007.4,81660.8,86056.0,81820.3,72815.2,58373.7,84959.5,49192.7,90093.4,78180.3,92646.8,16005.1,75049.8,106951.6,15842.8,56764.3,99414.9,69517.7,80614.5,75895.3,81273.9,47298.0,150433.5,123712.6,137913.6,49872.9,155237.7,92768.8,65377.4,83793.8,81883.2,106751.8,79069.4,136052.9,72422.6,108689.6,76396.9,104690.0,100860.2,155220.1,56845.6,90955.0
