,Depot,"Rådhusplassen 1, 6002 Ålesund",Joker Geiranger,"Geiranger, 6216 Geiranger","Langsten, 6264 Tennfjord",Anno,"Ålesund, 6002 Ålesund",Atlanterhavsparken,"Borgundvegen 340, 6015 Ålesund","Borgundvegen 92, 6008 Ålesund",Bunnpris Brattvåg,BROGATA 1,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Nørve,Bunnpris Oldeide,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Stad,Bunnpris Straumgjerde,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy",Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Brattvåg, 6270 Brattvåg","Valderhaug, 6050 Valderøya","Hovdebygda, 6160 Hovdebygda","Haramsøya, 6270 Brattvåg","Spjelkavik, 6010 Ålesund",Joker Bellingen,Joker Fiksdal,Joker Flatraket,Godøya post i butikk,Joker Gursken,"Hellesylt, 6218 Hellesylt",Joker Larsnes,Joker Loen,Joker Stordal,Joker Sæbø,Joker Tomrefjord,Joker,Joker Vatne,Vigra post i butikk,Joker Åheim,Joker Åram,Kiwi Meieribygget Ørsta,"Volda, 6100 Volda",SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",Meny Fosnavåg,LERSTADVEGEN 291,"Ulsteinvik, 6065 Ulsteinvik","Ålesund, 6008 Ålesund",Rabbevågen barnehage,"Storgata 16, 6002 Ålesund",Solsikka barnehage,SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fiskåbygd,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,Esso Spjelkavik,"Ålesund lufthavn, 6040 Vigra",St1 Vegsund,St1 Vestnes,St1 Ørsta,"Vigra, 6040 Vigra",Sunde barnehage,Tennfjord barnehage,"Torvmyrane, 6010 Ålesund","Valldal, 6210 Valldal","Fosnavåg, 6090 Fosnavåg","Parkvegen 35, 6003 Ålesund"
Joker Bellingen,5570.9,6473.9,8703.5,8722.0,7640.4,6458.9,6485.8,6843.7,6255.5,6293.7,7793.5,6590.7,6208.1,4384.8,4207.2,5896.9,6090.7,6267.1,7710.1,5312.6,7406.1,6462.1,5693.0,8534.4,5753.5,4183.7,6465.6,3602.4,7030.4,7507.0,6992.4,5841.2,1709.9,1786.7,6521.1,5573.6,4204.0,6189.2,5681.4,5904.9,7221.0,1677.7,6452.6,7783.0,7236.2,1836.1,8871.4,5696.7,0.0,8226.9,7483.6,7281.7,4062.3,2751.3,4397.6,4852.5,7642.3,19.0,8830.4,6815.2,7183.2,7518.0,6910.1,6784.6,1706.9,1635.2,6367.2,6906.9,1620.2,5915.1,6689.6,6288.4,5670.3,7358.1,6264.8,6221.5,5690.1,6333.2,5851.0,4471.0,4181.7,3601.7,6744.0,6452.1,3358.7,6006.7,6508.1,5774.3,8870.6,4277.9,6162.3,5693.2,1663.7,4631.7,6009.1,3619.8,6261.8,5530.0,6454.7,5923.7,5233.5,7296.4,5911.0,4469.5,2855.3,1850.7,6067.9,7992.4,5644.8,3469.5,4428.0,8087.0,9157.3,3677.8,7539.2,2912.8,1650.9,5893.2,5711.7,7232.3,5510.4,8883.4,1676.2,7414.7,5206.2,7010.2,6997.8,7534.9,4482.8,6347.5
Joker Fiksdal,3075.4,3329.9,7535.1,7553.6,1479.6,3314.9,3341.8,3699.7,3144.0,3182.2,2117.2,3446.7,12326.6,10832.0,5097.3,3968.4,3861.5,3155.6,13781.2,11600.1,2725.9,3318.1,2684.1,13072.8,4406.5,10471.2,3321.6,5819.8,3452.2,5504.3,1309.9,3612.0,7267.6,6656.6,1850.9,2868.7,5087.2,3077.7,2646.6,3901.4,3642.8,6609.7,3308.6,2106.7,3658.0,6849.5,3195.1,2710.6,8243.2,0.0,13554.7,3703.5,7066.0,7392.6,7401.3,11140.0,3935.5,8229.2,622.2,13102.7,1123.5,3939.8,11448.5,10543.5,6578.2,7401.8,3223.2,1989.0,7427.1,3936.6,3545.6,3176.9,2645.4,13429.2,3153.3,3114.4,2985.2,3221.7,3621.8,6035.9,10469.2,5819.1,3600.0,3308.1,6362.4,3777.5,3364.1,2552.5,1408.7,10725.1,3108.2,2595.4,6585.1,7635.4,2902.0,5841.3,3150.3,2918.6,3310.7,10462.1,2996.9,2261.7,10449.4,7473.2,9142.8,6864.1,3838.7,14063.5,2646.7,5960.6,5892.3,2410.7,2267.7,5754.3,5536.5,5349.1,7366.4,2840.6,2597.7,3654.1,2805.5,1421.5,6627.0,3836.5,3150.1,1333.9,2695.1,5532.2,7486.5,3236.0
Joker Flatraket,10692.7,11595.7,10466.7,10485.2,12762.2,11580.7,11607.6,11965.5,11377.3,11415.5,12915.3,11712.5,1287.7,3273.0,8543.4,10614.5,11212.5,11388.9,1167.8,7075.8,12527.9,11583.9,10814.8,2976.4,10099.4,5946.9,11587.4,7938.6,12152.2,11852.9,12114.2,10963.0,6177.1,6881.5,11642.9,10695.4,8540.2,11311.0,10803.2,10622.5,12342.8,6794.5,11574.4,12904.8,12358.0,6573.5,13993.2,10818.5,7490.6,13348.7,0.0,12403.5,6550.8,7097.2,6195.6,6615.7,11988.2,7476.6,13952.2,7670.9,12305.0,12639.8,2152.0,4341.9,6801.7,6337.7,11489.0,12028.7,6336.6,10632.7,11811.4,11410.2,10792.1,815.8,11386.6,11343.3,10811.9,11455.0,10972.8,8816.9,5944.9,7937.9,11865.8,11573.9,7310.1,11128.5,11629.9,10896.1,13992.4,3300.6,11284.1,10815.0,6810.1,8583.1,11130.9,7956.0,11383.6,10651.8,11576.5,3378.1,10355.3,12418.2,3365.4,8420.9,5397.4,6588.1,11189.7,1450.1,10766.6,7805.7,8773.9,13208.8,14279.1,8014.0,11885.1,8034.6,6319.9,11015.0,10833.5,12354.1,10632.2,14005.2,6785.2,12536.5,10328.0,12132.0,12119.6,11880.8,8434.2,11469.3
Godøya post i butikk,2139.7,1123.6,8211.5,8230.0,3117.6,1108.6,1135.5,1493.4,1286.9,1117.5,3270.7,1240.4,11390.9,9896.3,4161.6,3521.3,2925.8,1090.9,12845.5,10824.1,3371.1,1111.8,1785.9,12137.1,3959.4,9695.2,1115.3,4884.1,690.7,6180.7,2469.6,2676.3,6331.9,5720.9,2486.1,1933.0,4151.5,1229.4,1698.8,3454.3,881.3,5674.0,1102.3,3260.2,629.1,5913.8,4348.6,1665.3,7307.5,3704.1,12619.0,0.0,6130.3,6945.5,6465.6,10364.0,4611.9,7293.5,4307.6,12326.7,2660.4,1207.4,10512.8,9607.8,5642.5,6466.1,1016.9,2659.4,6491.4,3489.5,1339.3,1112.2,1747.2,12493.5,1305.0,1268.1,2049.5,1120.9,2686.1,5588.8,9693.2,4883.4,1393.7,1101.8,5426.7,2841.8,1157.8,1693.8,4835.6,9789.4,1439.5,1659.7,5649.4,6699.7,1398.7,4905.6,1068.4,1982.9,1104.4,9526.4,2061.2,1506.5,9513.7,6537.5,8366.8,5928.4,2903.0,13127.8,1739.1,5024.9,5445.2,3564.2,5122.3,4818.6,6212.9,4413.4,6430.7,1519.1,1713.7,921.7,1869.8,4848.4,5691.3,1104.1,2214.4,2487.4,1207.9,6208.6,6550.8,1154.1
Joker Gursken,4435.6,5338.6,10423.3,10441.8,6505.1,5323.6,5350.5,5708.4,5120.2,5158.4,6658.2,5455.4,5299.2,6104.6,2037.7,6026.6,4694.4,5131.8,6753.8,7032.4,6270.8,5326.8,4557.7,6045.4,6464.7,5903.5,5330.3,1432.9,5895.1,9080.4,5857.1,4444.9,2476.8,2596.7,5385.8,4438.3,2034.5,5053.9,4546.1,5959.6,6085.7,2509.7,5317.3,6647.7,6100.9,2297.6,7736.1,4561.4,4049.6,7091.6,6527.3,6146.4,0.0,5959.0,373.9,6572.3,7511.6,4035.6,7695.1,8535.0,6047.9,6382.7,4421.1,3516.1,2516.9,2611.0,5231.9,5771.6,2636.3,5994.8,5554.3,5153.1,4535.0,6401.8,5129.5,5086.2,4554.8,5197.9,4454.7,7678.7,5901.5,1432.2,5608.7,5316.8,804.4,4610.4,5372.8,4639.0,7735.3,5997.7,5027.0,4557.9,2525.3,2077.4,4873.8,1450.3,5126.5,4394.7,5319.4,3434.7,4098.2,6161.1,3422.0,1915.2,4575.1,2312.2,4671.6,7036.1,4509.5,1300.0,7635.7,6951.7,8022.0,1508.3,9112.6,3749.8,2575.6,4757.9,4576.4,6097.0,4375.1,7748.1,2500.4,6279.4,4232.2,5874.9,5862.5,9108.3,1928.5,5212.2
"Hellesylt, 6218 Hellesylt",5457.6,6130.1,6786.5,6805.0,6799.6,6115.1,6142.0,6499.9,5911.7,5949.9,6952.7,6246.9,5808.5,3928.5,6111.1,3517.3,6243.7,5923.3,7310.5,4207.5,6167.4,6118.3,5349.2,8279.4,3002.2,3078.6,6121.8,5506.3,6686.6,4755.7,6151.6,5994.2,3498.0,4216.6,5680.3,5136.1,6107.9,5845.4,5337.6,3525.3,6877.2,4107.6,6108.8,6942.2,6892.4,3958.2,8030.6,5352.9,2755.6,7386.1,7084.0,6937.9,5966.2,0.0,6301.5,3747.4,4891.0,2751.9,7989.6,5710.1,6342.4,7174.2,6708.4,8572.7,4136.8,3423.3,6023.4,5808.6,3422.2,3535.5,6345.8,5944.6,5326.5,6958.5,5921.0,5877.7,4982.0,5989.4,6004.0,1719.7,3076.6,5505.6,6400.2,6108.3,5262.6,6159.7,6164.3,5430.5,7429.7,3878.3,5818.5,5349.4,4093.6,6535.6,5665.3,5523.7,5918.0,5300.8,6110.9,7711.8,5379.1,6625.7,7699.1,6373.4,1750.2,3972.8,6220.9,7592.8,5301.0,5373.4,1676.7,7246.2,7448.9,5581.7,4787.9,5342.7,3439.0,5549.4,5367.9,6888.5,5136.9,7442.5,4106.1,7070.9,5532.3,6169.4,6654.0,4783.6,6386.7,6003.7
Joker Larsnes,4770.5,5673.5,10758.2,10776.7,6840.0,5658.5,5685.4,6043.3,5455.1,5493.3,6993.1,5790.3,4945.7,6439.5,2372.6,6361.5,5029.3,5466.7,6400.3,7367.3,6605.7,5661.7,4892.6,5691.9,6799.6,6238.4,5665.2,1767.8,6230.0,9415.3,6192.0,4779.8,2811.7,2931.6,5720.7,4773.2,2369.4,5388.8,4881.0,6294.5,6420.6,2844.6,5652.2,6982.6,6435.8,2632.5,8071.0,4896.3,4384.5,7426.5,6173.8,6481.3,380.0,6293.9,0.0,6907.2,7846.5,4370.5,8030.0,8869.9,6382.8,6717.6,4067.6,3162.6,2851.8,2945.9,5566.8,6106.5,2971.2,6329.7,5889.2,5488.0,4869.9,6048.3,5464.4,5421.1,4889.7,5532.8,4789.6,8013.6,6236.4,1767.1,5943.6,5651.7,1139.3,4945.3,5707.7,4973.9,8070.2,6332.6,5361.9,4892.8,2860.2,2412.3,5208.7,1785.2,5461.4,4729.6,5654.3,3081.2,4433.1,6496.0,3068.5,2250.1,4910.0,2647.1,5006.5,6682.6,4844.4,1634.9,7970.6,7286.6,8356.9,1843.2,9447.5,4084.7,2910.5,5092.8,4911.3,6431.9,4710.0,8083.0,2835.3,6614.3,4567.1,6209.8,6197.4,9443.2,2263.4,5547.1
Joker Loen,8621.3,9524.3,5248.0,5266.5,10540.5,9509.3,9536.2,9894.1,9305.9,9344.1,10693.6,9641.1,5335.5,3455.5,6731.6,7258.2,9141.1,9317.5,6837.5,483.1,9908.3,9512.5,8743.4,7806.4,6743.1,735.5,9516.0,6126.8,10080.8,7745.9,9892.5,8891.6,4118.5,4837.1,9421.2,8624.0,6728.4,9239.6,8731.8,7266.2,10271.4,4728.1,9503.0,10683.1,10286.6,4578.7,11771.5,8747.1,4840.6,11127.0,6611.0,10332.1,6586.7,3740.9,6922.0,0.0,8631.9,4826.6,11730.5,1985.7,10083.3,10568.4,6235.4,8425.3,4757.3,4043.8,9417.6,9549.5,4042.7,7276.4,9740.0,9338.8,8720.7,6485.5,9315.2,9271.9,8722.9,9383.6,8901.4,5460.6,726.2,6126.1,9794.4,9502.5,5883.1,9057.1,9558.5,8824.7,11170.6,3405.3,9212.7,8743.6,4714.1,7156.1,9059.5,6144.2,9312.2,8580.4,9505.1,7461.5,8283.9,10346.8,7448.8,6993.9,2041.1,4593.3,9118.3,7119.8,8695.2,5993.9,5417.6,10987.1,11189.8,6202.2,7778.1,5963.2,4059.5,8943.6,8762.1,10282.7,8560.8,11183.4,4726.6,10465.1,8256.6,9910.3,10048.2,7773.8,7007.2,9397.9
Joker Stordal,3500.3,3787.3,3621.0,3639.5,3377.1,3772.3,3799.2,4157.1,3568.9,3607.1,3530.2,3904.1,10699.1,8819.1,5522.2,3990.0,4286.4,3580.5,12201.1,9098.1,1309.3,3775.5,3109.0,13170.0,4428.1,7969.2,3779.0,6244.7,4343.8,1590.2,2729.1,4036.9,7692.5,7081.5,2288.2,3285.0,5512.1,3502.6,3071.5,3923.0,4534.4,7034.6,3766.0,3519.7,4549.6,7274.4,4608.1,3135.5,7646.2,3929.0,11974.6,4595.1,7490.9,4890.6,7826.2,8638.0,0.0,7642.5,3324.2,10600.7,2919.9,4831.4,11599.0,10968.4,7003.1,7826.7,3680.6,1991.1,7852.0,3958.2,4003.0,3601.8,3070.3,11849.1,3578.2,3539.3,3130.9,3646.6,4046.7,3223.9,7967.2,6244.0,4057.4,3765.5,6787.3,4202.4,3821.5,2977.4,2553.5,8768.9,3533.1,3020.3,7010.0,8060.3,3326.9,6266.2,3575.2,3343.5,3768.1,10887.0,3421.8,3203.2,10874.3,7898.1,6640.8,7289.0,4263.6,12483.4,3071.6,6385.5,3440.8,3823.7,2572.7,6179.2,1622.4,5774.0,7791.3,3265.5,3022.6,4545.7,3230.4,2566.3,7051.9,4728.1,3575.0,2746.9,3636.6,1618.1,7911.4,3660.9
Joker Sæbø,5556.6,6459.6,8689.2,8707.7,7626.1,6444.6,6471.5,6829.4,6241.2,6279.4,7779.2,6576.4,6193.8,4370.5,4192.9,5882.6,6076.4,6252.8,7695.8,5298.3,7391.8,6447.8,5678.7,8520.1,5748.7,4169.4,6451.3,3588.1,7016.1,7502.2,6978.1,5826.9,1695.6,1772.4,6506.8,5559.3,4189.7,6174.9,5667.1,5890.6,7206.7,1663.4,6438.3,7768.7,7221.9,1821.8,8857.1,5682.4,26.1,8212.6,7469.3,7267.4,4048.0,2746.5,4383.3,4838.2,7637.5,0.0,8816.1,6800.9,7168.9,7503.7,6895.8,6770.3,1692.6,1620.9,6352.9,6892.6,1605.9,5900.8,6675.3,6274.1,5656.0,7343.8,6250.5,6207.2,5675.8,6318.9,5836.7,4466.2,4167.4,3587.4,6729.7,6437.8,3344.4,5992.4,6493.8,5760.0,8856.3,4263.6,6148.0,5678.9,1649.4,4617.4,5994.8,3605.5,6247.5,5515.7,6440.4,5909.4,5219.2,7282.1,5896.7,4455.2,2841.0,1836.4,6053.6,7978.1,5630.5,3455.2,4423.2,8072.7,9143.0,3663.5,7534.4,2898.5,1636.6,5878.9,5697.4,7218.0,5496.1,8869.1,1661.9,7400.4,5191.9,6995.9,6983.5,7530.1,4468.5,6333.2
Joker Tomrefjord,3687.8,3942.3,6928.7,6947.2,2071.3,3927.3,3954.2,4312.1,3756.4,3794.6,2729.6,4059.1,12939.0,11444.4,5709.7,4580.8,4473.9,3768.0,14393.6,12212.5,2298.9,3930.5,3296.5,13685.2,5018.9,11083.6,3934.0,6432.2,4064.6,4897.9,1922.3,4224.4,7880.0,7269.0,2463.3,3481.1,5699.6,3690.1,3259.0,4513.8,4255.2,7222.1,3921.0,2719.1,4270.4,7461.9,3807.5,3323.0,8855.6,624.7,14167.1,4315.9,7678.4,8005.0,8013.7,11752.4,3329.1,8841.6,0.0,13715.1,1735.9,4552.2,12060.9,11155.9,7190.6,8014.2,3835.6,2601.4,8039.5,4549.0,4158.0,3789.3,3257.8,14041.6,3765.7,3726.8,3597.6,3834.1,4234.2,6531.6,11081.6,6431.5,4212.4,3920.5,6974.8,4389.9,3976.5,3164.9,802.3,11337.5,3720.6,3207.8,7197.5,8247.8,3514.4,6453.7,3762.7,3531.0,3923.1,11074.5,3609.3,2874.1,11061.8,8085.6,9755.2,7476.5,4451.1,14675.9,3259.1,6573.0,6504.7,3023.1,1661.3,6366.7,4930.1,5961.5,7978.8,3453.0,3210.1,4266.5,3417.9,815.1,7239.4,4448.9,3762.5,1946.3,3307.5,4925.8,8098.9,3848.4
Joker,10584.4,11487.4,7211.1,7229.6,12503.6,11472.4,11499.3,11857.2,11269.0,11307.2,12656.7,11604.2,6378.3,4490.1,8694.7,9221.3,11104.2,11280.6,7880.3,1563.9,11871.4,11475.6,10706.5,8849.2,8706.2,2698.6,11479.1,8089.9,12043.9,9709.0,11855.6,10854.7,6081.6,6800.2,11384.3,10587.1,8691.5,11202.7,10694.9,9229.3,12234.5,6691.2,11466.1,12646.2,12249.7,6541.8,13734.6,10710.2,6803.7,13090.1,7653.8,12295.2,8549.8,5704.0,8885.1,1996.8,10595.0,6789.7,13693.6,0.0,12046.4,12531.5,7278.2,9468.1,6720.4,6006.9,11380.7,11512.6,6005.8,9239.5,11703.1,11301.9,10683.8,7528.3,11278.3,11235.0,10686.0,11346.7,10864.5,7423.7,2689.3,8089.2,11757.5,11465.6,7846.2,11020.2,11521.6,10787.8,13133.7,4530.0,11175.8,10706.7,6677.2,9119.2,11022.6,8107.3,11275.3,10543.5,11468.2,8504.3,10247.0,12309.9,8491.6,8957.0,4004.2,6556.4,11081.4,8162.6,10658.3,7957.0,7380.7,12950.2,13152.9,8165.3,9741.2,7926.3,6022.6,10906.7,10725.2,12245.8,10523.9,13146.5,6689.7,12428.2,10219.7,11873.4,12011.3,9736.9,8970.3,11361.0
Joker Vatne,2028.1,2282.6,6519.0,6537.5,516.8,2267.6,2294.5,2652.4,2096.7,2134.9,1069.9,2399.4,11279.3,9784.7,4050.0,2921.1,2814.2,2108.3,12733.9,10552.8,1678.6,2270.8,1636.8,12025.5,3359.2,9423.9,2274.3,4772.5,2404.9,4488.2,262.6,2564.7,6220.3,5609.3,803.6,1821.4,4039.9,2030.4,1599.3,2854.1,2595.5,5562.4,2261.3,1059.4,2610.7,5802.2,2147.8,1663.3,7195.9,1132.8,12507.4,2656.2,6018.7,6345.3,6354.0,10092.7,2919.4,7181.9,1736.3,12055.4,0.0,2892.5,10401.2,9496.2,5530.9,6354.5,2175.9,941.7,6379.8,2889.3,2498.3,2129.6,1598.1,12381.9,2106.0,2067.1,1937.9,2174.4,2574.5,4988.6,9421.9,4771.8,2552.7,2260.8,5315.1,2730.2,2316.8,1505.2,2522.8,9677.8,2060.9,1548.1,5537.8,6588.1,1854.7,4794.0,2103.0,1871.3,2263.4,9414.8,1949.6,1214.4,9402.1,6425.9,8095.5,5816.8,2791.4,13016.2,1599.4,4913.3,4845.0,1363.4,3381.8,4707.0,4520.4,4301.8,6319.1,1793.3,1550.4,2606.8,1758.2,2535.6,5579.7,2789.2,2102.8,286.6,1647.8,4516.1,6439.2,2188.7
Vigra post i butikk,2373.5,1357.4,8445.3,8463.8,3351.4,1342.4,1369.3,1727.2,1520.7,1351.3,3504.5,1474.2,11624.7,10130.1,4395.4,3755.1,3159.6,1324.7,13079.3,11057.9,3604.9,1345.6,2019.7,12370.9,4193.2,9929.0,1349.1,5117.9,870.8,6414.5,2703.4,2910.1,6565.7,5954.7,2719.9,2166.8,4385.3,1463.2,1932.6,3688.1,815.2,5907.8,1336.1,3494.0,1146.6,6147.6,4582.4,1899.1,7541.3,3937.9,12852.8,1192.1,6364.1,7179.3,6699.4,10597.8,4845.7,7527.3,4541.4,12560.5,2894.2,0.0,10746.6,9841.6,5876.3,6699.9,1250.7,2893.2,6725.2,3723.3,1573.1,1346.0,1981.0,12727.3,1538.8,1501.9,2283.3,1354.7,2919.9,5822.6,9927.0,5117.2,1627.5,1335.6,5660.5,3075.6,1391.6,1927.6,5069.4,10023.2,1673.3,1893.5,5883.2,6933.5,1632.5,5139.4,1302.2,2216.7,1338.2,9760.2,2295.0,1740.3,9747.5,6771.3,8600.6,6162.2,3136.8,13361.6,1972.9,5258.7,5679.0,3798.0,5356.1,5052.4,6446.7,4647.2,6664.5,1752.9,1947.5,284.4,2103.6,5082.2,5925.1,271.1,2448.2,2721.2,1441.7,6442.4,6784.6,1387.9
Joker Åheim,8819.3,9722.3,10082.9,10101.4,10888.8,9707.3,9734.2,10092.1,9503.9,9542.1,11041.9,9839.1,903.9,2889.2,6421.4,10065.0,9078.1,9515.5,2358.5,6692.0,10654.5,9710.5,8941.4,1650.1,9715.6,5563.1,9714.0,5816.6,10278.8,11469.1,10240.8,8828.6,5223.4,5927.8,9769.5,8822.0,6418.2,9437.6,8929.8,10073.0,10469.4,5840.8,9701.0,11031.4,10484.6,5619.8,12119.8,8945.1,6905.0,11475.3,2132.0,10530.1,4428.8,6713.4,4073.6,6231.9,11604.4,6891.0,12078.8,7287.1,10431.6,10766.4,0.0,2219.9,5848.0,5384.0,9615.6,10155.3,5382.9,10083.2,9938.0,9536.8,8918.7,2006.5,9513.2,9469.9,8938.5,9581.6,8838.4,8433.1,5561.1,5815.9,9992.4,9700.5,5188.1,8994.1,9756.5,9022.7,12119.0,2916.8,9410.7,8941.6,5856.4,6461.1,9257.5,5834.0,9510.2,8778.4,9703.1,1256.1,8481.9,10544.8,1243.4,6298.9,5013.6,5634.4,9055.3,2640.8,8893.2,5683.7,8390.1,11335.4,12405.7,5892.0,11501.3,7080.9,5366.2,9141.6,8960.1,10480.7,8758.8,12131.8,5831.5,10663.1,8615.9,10258.6,10246.2,11497.0,6312.2,9595.9
Joker Åram,7909.0,8812.0,12273.9,12292.4,9978.5,8797.0,8823.9,9181.8,8593.6,8631.8,10131.6,8928.8,3094.9,5080.2,5511.1,9500.0,8167.8,8605.2,4549.5,8883.0,9744.2,8800.2,8031.1,3841.1,9938.1,7754.1,8803.7,4906.3,9368.5,12553.8,9330.5,7918.3,5095.1,5799.5,8859.2,7911.7,5507.9,8527.3,8019.5,9433.0,9559.1,5712.5,8790.7,10121.1,9574.3,5491.5,11209.5,8034.8,6776.7,10565.0,4323.0,9619.8,3518.5,8577.3,3163.3,8422.9,10985.0,6762.7,11168.5,9478.1,9521.3,9856.1,2216.8,0.0,5719.7,5255.7,8705.3,9245.0,5254.6,9468.2,9027.7,8626.5,8008.4,4197.5,8602.9,8559.6,8028.2,8671.3,7928.1,10297.0,7752.1,4905.6,9082.1,8790.2,4277.8,8083.8,8846.2,8112.4,11208.7,5107.8,8500.4,8031.3,5728.1,5550.8,8347.2,4923.7,8599.9,7868.1,8792.8,1050.2,7571.6,9634.5,1021.4,5388.6,7193.4,5506.1,8145.0,4831.8,7982.9,4773.4,10254.0,10425.1,11495.4,4981.7,12586.0,6952.6,5237.9,8231.3,8049.8,9570.4,7848.5,11221.5,5703.2,9752.8,7705.6,9348.3,9335.9,12581.7,5401.9,8685.6
Kiwi Meieribygget Ørsta,3906.3,4809.3,8610.3,8628.8,5975.8,4794.3,4821.2,5179.1,4590.9,4629.1,6128.9,4926.1,6114.9,4291.6,2661.3,4232.3,4426.1,4602.5,7616.9,5219.4,5741.5,4797.5,4028.4,7456.3,4596.9,4090.5,4801.0,2056.5,5365.8,8551.1,5327.8,4176.6,708.3,112.2,4856.5,3909.0,2658.1,4524.6,4016.8,4240.3,5556.4,50.4,4788.0,6118.4,5571.6,290.2,7206.8,4032.1,1702.8,6562.3,7390.4,5617.1,2516.4,4146.0,2851.7,4759.3,6982.3,1688.8,7165.8,6722.0,5518.6,5853.4,5832.0,5706.5,0.0,842.5,4702.6,5242.3,867.8,4250.5,5025.0,4623.8,4005.7,7264.9,4600.2,4556.9,4025.5,4668.6,4186.4,5865.7,4088.5,2055.8,5079.4,4787.5,1812.8,4342.1,4843.5,4109.7,7206.0,4184.7,4497.7,4028.6,44.7,3085.8,4344.5,2073.9,4597.2,3865.4,4790.1,4845.6,3568.9,5631.8,4832.9,2923.6,2762.1,304.8,4403.3,7899.2,3980.2,1923.6,5822.7,6422.4,7492.7,2131.9,8583.3,1248.2,807.1,4228.6,4047.1,5567.7,3845.8,7218.8,67.7,5750.1,3541.6,5345.6,5333.2,8579.0,2936.9,4682.9
"Volda, 6100 Volda",4732.8,5635.8,7894.6,7913.1,6802.3,5620.8,5647.7,6005.6,5417.4,5455.6,6955.4,5752.6,5399.2,3575.9,2766.5,5058.8,5252.6,5429.0,6901.2,4503.7,6568.0,5624.0,4854.9,7001.1,5423.4,3374.8,5627.5,2161.7,6192.3,8186.0,6154.3,5003.1,176.6,921.6,5683.0,4735.5,2763.3,5351.1,4843.3,5066.8,6382.9,834.6,5614.5,6944.9,6398.1,613.6,8033.3,4858.6,1629.7,7388.8,6674.7,6443.6,2621.6,3430.3,2956.9,4043.6,7808.8,1615.7,7992.3,6006.3,6345.1,6679.9,5376.8,5251.3,841.8,0.0,5529.1,6068.8,107.6,5077.0,5851.5,5450.3,4832.2,6549.2,5426.7,5383.4,4852.0,5495.1,5012.9,5150.0,3372.8,2161.0,5905.9,5614.0,1918.0,5168.6,5670.0,4936.2,8032.5,3469.0,5324.2,4855.1,850.2,3191.0,5171.0,2179.1,5423.7,4691.9,5616.6,4390.4,4395.4,6458.3,4377.7,3028.8,2046.4,628.2,5229.8,7183.5,4806.7,2028.8,5107.0,7248.9,8319.2,2237.1,8218.2,2074.7,86.2,5055.1,4873.6,6394.2,4672.3,8045.3,825.3,6576.6,4368.1,6172.1,6159.7,8213.9,3042.1,5509.4
